Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed GPS (m/s),Time (ms),Time,flag,flag,flag,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),drct,drct,drct,drct,drct
0,0,-1.813182,-0.002211,0.001769,0,3,41475,0,0,0,0,0.81,-0.000033,-0.000003,-0.000591,-0.002152,0.000845,3,0,0,0,0,0,0
0,0,-1.814379,-0.005876,0.002533,0,3,41495,0.02,0,0,0,0.87,-0.000014,0.000034,-0.000636,-0.002398,0.000046,3,0,0,0,0,0,0
0,0,-1.825151,-0.002822,0.004366,0,3,41515,0.04,0,0,0,0.93,-0.000001,0.000055,-0.000715,-0.003381,0.0014,3,0,0,0,0,0,0
0,0,-1.82156,0.000996,0.000548,0,3,41535,0.06,0,0,0,0.99,0.00003,0.000109,-0.000751,-0.000649,0.00024,3,0,0,0,0,0,0
0,0,-1.822757,-0.004196,-0.002049,0,3,41574,0.099,0,0,0,1.08,0.000053,0.000135,-0.000816,-0.003487,-0.000579,3,0,0,0,0,0,0
0,0,-1.81797,-0.004349,-0.000369,0,3,41614,0.139,0,0,0,1.17,0.000043,0.000092,-0.0009,-0.003691,-0.000169,3,0,0,0,0,0,0
0,0,-1.801214,-0.005418,-0.001438,0,3,41634,0.159,0,0,0,1.23,0.000045,0.000087,-0.000964,-0.004411,-0.00044,3,0,0,0,0,0,0
0,0,-1.811985,-0.002975,-0.00098,0,3,41655,0.18,0,0,0,1.29,0.000049,0.000084,-0.001013,-0.002881,-0.000264,3,0,0,0,0,0,0
0,0,-1.834725,-0.004196,0.002533,0,3,41675,0.2,0,0,0,1.35,0.000043,0.000062,-0.001076,-0.00366,0.000706,3,0,0,0,0,0,0
0,0,-1.816773,-0.009236,-0.000369,0,3,41695,0.22,0,0,0,1.41,0.000062,0.000092,-0.00117,-0.006921,-0.000071,3,0,0,0,0,0,0
0,0,-1.792836,-0.000989,0.005435,0,3,41715,0.24,0,0,0,1.47,0.00005,0.000057,-0.001214,-0.001614,0.00151,3,0,0,0,0,0,0
0,0,-1.809592,-0.007098,0.0007,0,3,41735,0.26,0,0,0,1.53,0.000069,0.000085,-0.001295,-0.00557,0.000165,3,0,0,0,0,0,0
0,0,-1.825151,-0.002364,0.000548,0,3,41755,0.28,0,0,0,1.59,0.000058,0.000053,-0.001369,-0.003281,0.000017,3,0,0,0,0,0,0
0,0,-1.792836,-0.000226,-0.002965,0,3,41775,0.3,0,0,0,1.65,0.000056,0.000042,-0.001404,-0.001393,-0.000939,3,0,0,0,0,0,0
0,0,-1.813182,0.000996,0.004976,0,3,41795,0.32,0,0,0,1.71,0.00004,0.000007,-0.00142,-0.000005,0.001459,3,0,0,0,0,0,0
0,0,-1.796427,-0.006029,0.000089,0,3,41814,0.339,0,0,0,1.77,0.000053,0.00003,-0.001491,-0.004896,-0.000034,3,0,0,0,0,0,0
0,0,-1.801214,0.00008,0.002075,0,3,41834,0.359,0,0,0,1.83,0.000064,0.000049,-0.001502,-0.000396,0.000708,3,0,0,0,0,0,0
0,0,-1.796427,0.002981,-0.002201,0,3,41854,0.379,0,0,0,1.89,0.000071,0.000055,-0.001487,0.001405,-0.00071,3,0,0,0,0,0,0
0,0,-1.810789,-0.00328,-0.001285,0,3,41874,0.399,0,0,0,1.95,0.000062,0.000033,-0.001524,-0.002775,-0.000404,3,0,0,0,0,0,0
0,0,-1.79164,-0.005265,0.000548,0,3,41895,0.42,0,0,0,2.01,0.000041,-0.000015,-0.001606,-0.003636,-0.000354,3,0,0,0,0,0,0
0,0,-1.816773,-0.000684,-0.00098,0,3,41915,0.44,0,0,0,2.07,0.000036,-0.00002,-0.00167,-0.002389,-0.00028,3,0,0,0,0,0,0
0,0,-1.825151,-0.002516,0.000089,0,3,41934,0.459,0,0,0,2.13,0.000028,-0.000034,-0.001714,-0.002577,0.000003,3,0,0,0,0,0,0
