Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed GPS (m/s),Time (ms),Time,flag,flag,flag,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),drct,drct,drct,drct,drct
0,0,-1.815576,-0.00328,0.004976,0,3,47614,0,0,0,0,0,0.000345,0.000696,-0.000663,-0.001064,0.001553,0,0,0,0,0,0,0
0,0,-1.827544,-0.002669,0.000395,0,3,47634,0.02,0,0,0,0,0.000387,0.000779,-0.000714,-0.00271,0.000294,0,0,0,0,0,0,0
0,0,-1.809592,-0.002058,0.001006,0,3,47654,0.04,0,0,0,0,0.000394,0.000794,-0.000761,-0.002307,0.000335,0,0,0,0,0,0,0
0,0,-1.825151,-0.004044,0.003907,0,3,47674,0.06,0,0,0,0,0.000413,0.000833,-0.000803,-0.002944,0.001301,0,0,0,0,0,0,0
0,0,-1.819166,-0.001753,0.00238,0,3,47694,0.08,0,0,0,0,0.000439,0.000883,-0.000837,-0.001746,0.00079,0,0,0,0,0,0,0
0,0,-1.804805,-0.004196,0.003755,0,3,47714,0.1,0,0,0,0,0.000443,0.000892,-0.000885,-0.002674,0.001225,0,0,0,0,0,0,0
0,0,-1.828741,-0.00328,0.003449,0,3,47735,0.121,0,0,0,0,0.000475,0.000956,-0.000941,-0.001987,0.001268,0,0,0,0,0,0,0
0,0,-1.856268,-0.000073,-0.001132,0,3,47754,0.14,0,0,0,0,0.000506,0.001019,-0.001004,-0.003407,0.00241,0,0,0,0,0,0,0
0,0,-1.803608,-0.002058,0.001158,0,3,47774,0.16,0,0,0,0,0.000536,0.001079,-0.001023,-0.000707,-0.000488,0,0,0,0,0,0,0
0,0,-1.774884,-0.003891,0.002991,0,3,47794,0.18,0,0,0,0,0.000533,0.001074,-0.001066,-0.002963,0.000933,0,0,0,0,0,0,0
0,0,-1.794033,-0.001447,0.004213,0,3,47814,0.2,0,0,0,0,0.000553,0.001113,-0.001141,-0.002724,0.001336,0,0,0,0,0,0,0
0,0,-1.807198,0.001149,0.000089,0,3,47834,0.22,0,0,0,0,0.00057,0.001148,-0.001161,-0.002074,0.001091,0,0,0,0,0,0,0
0,0,-1.839512,-0.002516,0.003602,0,3,47854,0.24,0,0,0,0,0.000586,0.00118,-0.001164,-0.000951,0.001506,0,0,0,0,0,0,0
0,0,-1.792836,-0.003738,0.002228,0,3,47874,0.26,0,0,0,0,0.000621,0.001251,-0.001214,-0.003202,0.001033,0,0,0,0,0,0,0
0,0,-1.823954,-0.000684,0.003755,0,3,47894,0.28,0,0,0,0,0.000644,0.001298,-0.001266,-0.001785,0.001218,0,0,0,0,0,0,0
0,0,-1.816773,-0.003127,0.003602,0,3,47914,0.3,0,0,0,0,0.00066,0.001329,-0.00135,-0.005063,0.002236,0,0,0,0,0,0,0
0,0,-1.816773,-0.001295,0.0007,0,3,47934,0.32,0,0,0,0,0.000705,0.00142,-0.001412,-0.002479,0.000352,0,0,0,0,0,0,0
0,0,-1.800017,-0.002516,0.004976,0,3,47954,0.34,0,0,0,-0.000001,0.000719,0.001448,-0.001453,-0.00229,0.001577,0,0,0,0,0,0,0
0,0,-1.800017,-0.000837,0.003602,0,3,48034,0.42,0,0,0,-0.000001,0.000754,0.001519,-0.001483,-0.000917,0.001147,0,0,0,0,0,0,0
0,0,-1.801214,-0.002975,0.006504,0,3,48054,0.44,0,0,0,-0.000001,0.000776,0.001563,-0.001525,-0.002457,0.002023,0,0,0,0,0,0,0
0,0,-1.811985,-0.001447,-0.000063,0,3,48074,0.46,0,0,0,-0.000001,0.000817,0.001647,-0.001592,-0.002774,0.00011,0,0,0,0,0,0,0
0,0,-1.808395,-0.002516,0.004671,0,3,48094,0.48,0,0,0,-0.000001,0.000815,0.001641,-0.001666,-0.003204,0.001377,0,0,0,0,0,0,0
0,0,-1.808395,-0.005113,0.00406,0,3,48114,0.5,0,0,0,-0.000001,0.00084,0.001691,-0.001709,-0.00359,0.001286,0,0,0,0,0,0,0
0,0,-1.803608,-0.002822,0.005435,0,3,48134,0.52,0,0,0,-0.000001,0.000874,0.001761,-0.001772,-0.003055,0.00179,0,0,0,0,0,0,0
0,0,-1.801214,-0.004807,0.001158,0,3,48154,0.54,0,0,0,-0.000001,0.000916,0.001844,-0.001847,-0.004477,0.000503,0,0,0,0,0,0,0
0,0,-1.820363,-0.00328,-0.000063,0,3,48174,0.56,0,0,0,-0.000001,0.00095,0.001914,-0.001904,-0.003337,0.000212,0,0,0,0,0,0,0
0,0,-1.832331,0.00008,0.0007,0,3,48194,0.58,0,0,0,-0.000001,0.000969,0.001953,-0.001917,-0.000608,0.000349,0,0,0,0,0,0,0
0,0,-1.828741,-0.004349,0.003144,0,3,48214,0.6,0,0,0,-0.000001,0.000992,0.001998,-0.001979,-0.00383,0.001096,0,0,0,0,0,0,0
0,0,-1.792836,-0.003738,0.003449,0,3,48235,0.621,0,0,0,-0.000001,0.001022,0.00206,-0.002023,-0.002718,0.000255,0,0,0,0,0,0,0
0,0,-1.804805,-0.001447,0.006351,0,3,48254,0.64,0,0,0,-0.000001,0.001039,0.002094,-0.002066,-0.001644,-0.00055,0,0,0,0,0,0,0
0,0,-1.816773,-0.005571,-0.001132,0,3,48274,0.66,0,0,0,-0.000001,0.001056,0.002127,-0.002117,-0.004294,-0.000149,0,0,0,0,0,0,0
0,0,-1.816773,-0.006182,0.001464,0,3,48294,0.68,0,0,0,-0.000001,0.001073,0.002162,-0.002171,-0.004529,0.000596,0,0,0,0,0,0,0
0,0,-1.815576,-0.000989,0.004976,0,3,48314,0.7,0,0,0,-0.000001,0.001097,0.002211,-0.002173,-0.000655,0.001639,0,0,0,0,0,0,0
0,0,-1.800017,-0.003433,0.0007,0,3,48334,0.72,0,0,0,-0.000001,0.001139,0.002295,-0.002196,-0.001037,0.000568,0,0,0,0,0,0,0
0,0,-1.802411,-0.002975,0.002838,0,3,48354,0.74,0,0,0,-0.000001,0.00115,0.002316,-0.002246,-0.002926,0.000886,0,0,0,0,0,0,0
0,0,-1.820363,-0.000226,0.002228,0,3,48374,0.76,0,0,0,-0.000001,0.001174,0.002365,-0.002291,-0.001627,0.00078,0,0,0,0,0,0,0
0,0,-1.800017,-0.003586,0.004213,0,3,48394,0.78,0,0,0,-0.000001,0.001205,0.002428,-0.00233,-0.002868,0.001447,0,0,0,0,0,0,0
0,0,-1.809592,-0.000073,0.001006,0,3,48414,0.8,0,0,0,-0.000001,0.001225,0.002469,-0.002368,-0.001406,0.00032,0,0,0,0,0,0,0
0,0,-1.810789,0.003287,-0.000827,0,3,48434,0.82,0,0,0,-0.000002,0.001237,0.002493,-0.002337,0.001917,-0.000183,0,0,0,0,0,0,0
0,0,-1.808395,-0.002975,0.001769,0,3,48453,0.839,0,0,0,-0.000002,0.001234,0.002486,-0.002358,-0.002198,0.000524,0,0,0,0,0,0,0
0,0,-1.820363,-0.005724,0.003144,0,3,48474,0.86,0,0,0,-0.000002,0.001252,0.002523,-0.002436,-0.004989,0.001044,0,0,0,0,0,0,0
0,0,-1.829938,-0.000989,0.002686,0,3,48493,0.879,0,0,0,-0.000002,0.001271,0.00256,-0.002457,-0.001276,0.000856,0,0,0,0,0,0,0
0,0,-1.813182,-0.005571,-0.000063,0,3,48513,0.899,0,0,0,-0.000002,0.001285,0.002588,-0.002513,-0.004432,0.000001,0,0,0,0,0,0,0
0,0,-1.79523,-0.003433,0.004824,0,3,48534,0.92,0,0,0,-0.000002,0.001281,0.00258,-0.002581,-0.003626,0.001427,0,0,0,0,0,0,0
0,0,-1.786852,-0.006334,0.000853,0,3,48553,0.939,0,0,0,-0.000002,0.001299,0.002617,-0.002617,-0.00419,0.000254,0,0,0,0,0,0,0
0,0,-1.764113,-0.006029,0.002686,0,3,48574,0.96,0,0,0,-0.000002,0.001315,0.002649,-0.002695,-0.005145,0.000912,0,0,0,0,0,0,0
0,0,-1.804805,-0.001447,-0.001743,0,3,48594,0.98,0,0,0,-0.000002,0.001323,0.002665,-0.00274,-0.002389,-0.000555,0,0,0,0,0,0,0
0,0,-1.807198,-0.002669,0.00238,0,3,48614,1,0,0,0,-0.000002,0.001333,0.002685,-0.002804,-0.003315,0.000862,0,0,0,0,0,0,0
0,0,-1.785655,0.000538,0.002838,0,3,48634,1.02,0,0,0,-0.000002,0.001369,0.002758,-0.002842,-0.002599,0.001432,0,0,0,0,0,0,0
0,0,-1.810789,-0.002669,0.004824,0,3,48654,1.04,0,0,0,-0.000002,0.0014,0.002821,-0.002864,-0.002049,0.001562,0,0,0,0,0,0,0
0,0,-1.825151,0.000538,0.001769,0,3,48674,1.06,0,0,0,-0.000002,0.00144,0.0029,-0.002857,0.000053,0.000696,0,0,0,0,0,0,0
0,0,-1.82156,-0.003738,0.003755,0,3,48694,1.08,0,0,0,-0.000002,0.001461,0.002944,-0.00287,-0.002345,0.001234,0,0,0,0,0,0,0
0,0,-1.807198,-0.004196,0.000548,0,3,48714,1.1,0,0,0,-0.000002,0.001487,0.002996,-0.002949,-0.004498,0.00025,0,0,0,0,0,0,0
0,0,-1.831135,0.000385,0.00238,0,3,48734,1.12,0,0,0,-0.000002,0.001495,0.003011,-0.002981,-0.001077,0.000756,0,0,0,0,0,0,0
0,0,-1.828741,-0.006029,0.001922,0,3,48753,1.139,0,0,0,-0.000002,0.001503,0.003027,-0.003035,-0.004575,0.000565,0,0,0,0,0,0,0
0,0,-1.828741,-0.002669,-0.001438,0,3,48774,1.16,0,0,0,-0.000002,0.001505,0.003032,-0.003102,-0.003575,-0.000472,0,0,0,0,0,0,0
0,0,-1.819166,-0.009083,0.004824,0,3,48794,1.18,0,0,0,-0.000002,0.001511,0.003044,-0.003213,-0.007421,0.001554,0,0,0,0,0,0,0
0,0,-1.808395,-0.002516,0.003755,0,3,48813,1.199,0,0,0,-0.000002,0.001543,0.003108,-0.003273,-0.003139,0.001233,0,0,0,0,0,0,0
0,0,-1.837119,0.001454,0.003297,0,3,48834,1.22,0,0,0,-0.000002,0.001583,0.003188,-0.003283,-0.000017,0.001194,0,0,0,0,0,0,0
0,0,-1.810789,-0.004196,0.001311,0,3,48853,1.239,0,0,0,-0.000003,0.001594,0.003211,-0.003295,-0.002668,0.000361,0,0,0,0,0,0,0
0,0,-1.804805,-0.002058,0.002075,0,3,48874,1.26,0,0,0,-0.000003,0.001614,0.003251,-0.003365,-0.003289,0.000756,0,0,0,0,0,0,0
0,0,-1.800017,-0.003891,0.004824,0,3,48894,1.28,0,0,0,-0.000003,0.001625,0.003273,-0.003422,-0.003641,0.001463,0,0,0,0,0,0,0
0,0,-1.827544,-0.004807,-0.000369,0,3,48913,1.299,0,0,0,-0.000003,0.001648,0.00332,-0.003487,-0.004508,-0.000073,0,0,0,0,0,0,0
0,0,-1.807198,-0.000684,0.000853,0,3,48934,1.32,0,0,0,-0.000003,0.001668,0.003361,-0.003515,-0.001617,0.000436,0,0,0,0,0,0,0
0,0,-1.809592,-0.002211,0.000853,0,3,48953,1.339,0,0,0,-0.000003,0.00169,0.003404,-0.003566,-0.002909,0.000387,0,0,0,0,0,0,0
0,0,-1.835922,-0.000378,0.003297,0,3,48973,1.359,0,0,0,-0.000003,0.001683,0.003389,-0.003626,-0.002261,0.000899,0,0,0,0,0,0,0
0,0,-1.819166,-0.003127,0.001006,0,3,48994,1.38,0,0,0,-0.000003,0.001704,0.003433,-0.003673,-0.003221,0.000389,0,0,0,0,0,0,0
0,0,-1.790443,-0.003127,0.003449,0,3,49013,1.399,0,0,0,-0.000003,0.00172,0.003465,-0.003703,-0.002671,0.001131,0,0,0,0,0,0,0
0,0,-1.806001,-0.003127,0.000242,0,3,49034,1.42,0,0,0,-0.000003,0.001753,0.00353,-0.003733,-0.002796,0.000219,0,0,0,0,0,0,0
0,0,-1.846693,-0.006029,0.004518,0,3,49053,1.439,0,0,0,-0.000003,0.001768,0.003561,-0.003812,-0.0053,0.001466,0,0,0,0,0,0,0
0,0,-1.823954,-0.000073,0.003449,0,3,49073,1.459,0,0,0,-0.000003,0.001808,0.003642,-0.003812,-0.000498,0.001217,0,0,0,0,0,0,0
0,0,-1.790443,0.000232,0.005587,0,3,49094,1.48,0,0,0,-0.000003,0.001836,0.003698,-0.003809,-0.000186,0.001792,0,0,0,0,0,0,0
0,0,-1.801214,-0.005265,0.000395,0,3,49113,1.499,0,0,0,-0.000004,0.001873,0.003774,-0.003879,-0.00486,0.000238,0,0,0,0,0,0,0
0,0,-1.831135,-0.006182,0.002838,0,3,49134,1.52,0,0,0,-0.000004,0.001891,0.00381,-0.00396,-0.005531,0.000978,0,0,0,0,0,0,0
