X GPS (deg),Y GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed GPS (m/s),Time (ms),Time,flag,flag,flag,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),drct,drct,drct,drct,drct
0,0,-0.351865,-0.007483,-0.091783,0.025642,3,9756075,0,0,0,0,-141440,-4072044,-8254479.504,0.015987,0.437103,0.024177,-678599.2734,0,0,0,0,0,0
0,0,-0.341094,-0.005498,-0.096059,0.025642,3,9756085,0.01,0,0,0,-142894,-4065415,-8254479.503,0.015511,0.419927,0.024159,-672541.9338,0,0,0,0,0,0
0,0,-0.360243,-0.00672,-0.088117,0.025642,3,9756095,0.02,0,0,0,-144339,-4058847,-8254479.502,0.016175,0.403817,0.024197,-666538.6632,0,0,0,0,0,0
0,0,-0.347078,-0.008247,-0.091324,0.025642,3,9756105,0.03,0,0,0,-145775,-4052338,-8254479.502,0.015743,0.388296,0.024196,-660588.979,0,0,0,0,0,0
0,0,-0.347078,-0.00336,-0.086437,0.025642,3,9756115,0.04,0,0,0,-147202,-4045888,-8254479.501,0.015664,0.373853,0.024224,-654692.4029,0,0,0,0,0,0
0,0,-0.344684,-0.005498,-0.087812,0.025642,3,9756125,0.05,0,0,0,-148620,-4039497,-8254479.5,0.015543,0.360031,0.024232,-648848.4607,0,0,0,0,0,0
0,0,-0.349471,-0.006414,-0.090561,0.025642,3,9756135,0.06,0,0,0,-150030,-4033163,-8254479.5,0.0157,0.346937,0.024226,-643056.6828,0,0,0,0,0,0
0,0,-0.342291,-0.004734,-0.091783,0.025642,3,9756145,0.07,0,0,0,-151431,-4026887,-8254479.499,0.015431,0.334524,0.024219,-637316.6035,0,0,0,0,0,0
0,0,-0.339897,-0.005803,-0.092852,0.025642,3,9756155,0.08,0,0,0,-152823,-4020668,-8254479.499,0.015283,0.32269,0.024213,-631627.7613,0,0,0,0,0,0
0,0,-0.344684,-0.005803,-0.091935,0.025642,3,9756165,0.09,0,0,0,-154207,-4014505,-8254479.498,0.015438,0.311531,0.024219,-625989.6988,0,0,0,0,0,0
0,0,-0.347078,-0.001374,-0.090561,0.025642,3,9756175,0.1,0,0,0,-155582,-4008398,-8254479.497,0.015498,0.300995,0.024252,-620401.9627,0,0,0,0,0,0
0,0,-0.351865,-0.004887,-0.088423,0.025642,3,9756185,0.11,0,0,0,-156949,-4002346,-8254479.497,0.015548,0.291202,0.024246,-614864.1039,0,0,0,0,0,0
0,0,-0.367424,-0.009621,-0.087812,0.025642,3,9756195,0.12,0,0,0,-158307,-3996350,-8254479.496,0.015733,0.281795,0.024256,-609375.6772,0,0,0,0,0,0
0,0,-0.367424,-0.009621,-0.087812,0.025642,3,9756205,0.13,0,0,0,-159657,-3990407,-8254479.495,0.016364,0.272798,0.024266,-603936.2413,0,0,0,0,0,0
0,0,-0.342291,-0.003665,-0.090561,0.025642,3,9756215,0.14,0,0,0,-160998,-3984519,-8254479.495,0.015936,0.264306,0.024268,-598545.3588,0,0,0,0,0,0
0,0,-0.342291,-0.003665,-0.090561,0.025642,3,9756225,0.15,0,0,0,-162332,-3978684,-8254479.494,0.015392,0.256238,0.024258,-593202.5964,0,0,0,0,0,0
0,0,-0.36144,-0.005192,-0.093157,0.025642,3,9756235,0.16,0,0,0,-163656,-3972901,-8254479.494,0.016244,0.248801,0.024264,-587907.5246,0,0,0,0,0,0
0,0,-0.36144,-0.005192,-0.093157,0.025642,3,9756245,0.17,0,0,0,-164973,-3967172,-8254479.493,0.01618,0.24165,0.024248,-582659.7177,0,0,0,0,0,0
0,0,-0.348275,-0.007789,-0.092699,0.025642,3,9756255,0.18,0,0,0,-166281,-3961494,-8254479.492,0.016212,0.234995,0.024253,-577458.7538,0,0,0,0,0,0
0,0,-0.348275,-0.007789,-0.092699,0.025642,3,9756265,0.19,0,0,0,-167582,-3955868,-8254479.492,0.015642,0.228296,0.024246,-572304.2147,0,0,0,0,0,0
0,0,-0.363833,-0.006414,-0.087812,0.025642,3,9756275,0.2,0,0,0,-168874,-3950292,-8254479.491,0.01583,0.222003,0.024251,-567195.686,0,0,0,0,0,0
0,0,-0.363833,-0.006414,-0.087812,0.025642,3,9756285,0.21,0,0,0,-170158,-3944768,-8254479.49,0.016185,0.216237,0.024275,-562132.7571,0,0,0,0,0,0
0,0,-0.355456,-0.00504,-0.096059,0.025642,3,9756295,0.22,0,0,0,-171434,-3939293,-8254479.49,0.015243,0.210484,0.024265,-557115.0209,0,0,0,0,0,0
0,0,-0.362636,-0.00733,-0.088881,0.025642,3,9756305,0.23,0,0,0,-172702,-3933868,-8254479.489,0.015755,0.205316,0.024245,-552142.074,0,0,0,0,0,0
0,0,-0.329125,-0.005192,-0.094684,0.025642,3,9756315,0.24,0,0,0,-173962,-3928492,-8254479.489,0.01611,0.200362,0.02427,-547213.5167,0,0,0,0,0,0
0,0,-0.329125,-0.005192,-0.094684,0.025642,3,9756325,0.25,0,0,0,-175214,-3923165,-8254479.488,0.014841,0.195396,0.024249,-542328.9526,0,0,0,0,0,0
0,0,-0.341094,-0.006567,-0.091019,0.025642,3,9756335,0.26,0,0,0,-176458,-3917887,-8254479.487,0.015394,0.190863,0.024266,-537487.9891,0,0,0,0,0,0
0,0,-0.341094,-0.006567,-0.091019,0.025642,3,9756345,0.27,0,0,0,-177695,-3912656,-8254479.487,0.015192,0.186487,0.02427,-532690.237,0,0,0,0,0,0
0,0,-0.354259,-0.008858,-0.094226,0.025642,3,9756355,0.28,0,0,0,-178923,-3907473,-8254479.486,0.016055,0.182661,0.024264,-527935.3107,0,0,0,0,0,0
0,0,-0.354259,-0.008858,-0.094226,0.025642,3,9756365,0.29,0,0,0,-180144,-3902336,-8254479.485,0.015805,0.178703,0.024255,-523222.8277,0,0,0,0,0,0
0,0,-0.380589,-0.009163,-0.092546,0.025642,3,9756375,0.3,0,0,0,-181357,-3897247,-8254479.485,0.016802,0.175227,0.024265,-518552.4093,0,0,0,0,0,0
0,0,-0.379392,-0.009316,-0.092699,0.025642,3,9756385,0.31,0,0,0,-182563,-3892203,-8254479.484,0.016905,0.171865,0.024265,-513923.68,0,0,0,0,0,0
0,0,-0.345881,-0.003512,-0.089186,0.025642,3,9756395,0.32,0,0,0,-183760,-3887206,-8254479.484,0.015599,0.168611,0.024278,-509336.2677,0,0,0,0,0,0
0,0,-0.359046,-0.004581,-0.091019,0.025642,3,9756405,0.33,0,0,0,-184951,-3882253,-8254479.483,0.015913,0.165672,0.024282,-504789.8035,0,0,0,0,0,0
0,0,-0.343487,-0.003818,-0.093462,0.025642,3,9756415,0.34,0,0,0,-186133,-3877346,-8254479.482,0.015346,0.162742,0.024269,-500283.922,0,0,0,0,0,0
0,0,-0.33511,-0.004581,-0.09499,0.025642,3,9756425,0.35,0,0,0,-187308,-3872483,-8254479.482,0.014925,0.159864,0.024258,-495818.2609,0,0,0,0,0,0
0,0,-0.363833,-0.004734,-0.085368,0.025642,3,9756435,0.36,0,0,0,-188476,-3867664,-8254479.481,0.015989,0.157461,0.024305,-491392.4612,0,0,0,0,0,0
0,0,-0.33511,-0.005192,-0.094379,0.025642,3,9756445,0.37,0,0,0,-189636,-3862889,-8254479.48,0.015018,0.154797,0.024274,-487006.167,0,0,0,0,0,0
0,0,-0.363833,-0.005803,-0.087659,0.025642,3,9756455,0.38,0,0,0,-190789,-3858158,-8254479.48,0.015386,0.152507,0.024285,-482659.0258,0,0,0,0,0,0
0,0,-0.363833,-0.005803,-0.087659,0.025642,3,9756465,0.39,0,0,0,-191934,-3853469,-8254479.479,0.016053,0.15041,0.024305,-478350.688,0,0,0,0,0,0
0,0,-0.354259,-0.008399,-0.089644,0.025642,3,9756475,0.4,0,0,0,-193073,-3848823,-8254479.479,0.015775,0.148158,0.024301,-474080.8073,0,0,0,0,0,0
0,0,-0.36144,-0.009927,-0.089797,0.025642,3,9756485,0.41,0,0,0,-194203,-3844219,-8254479.478,0.016012,0.146036,0.0243,-469849.0404,0,0,0,0,0,0
0,0,-0.371014,-0.004887,-0.090561,0.025642,3,9756495,0.42,0,0,0,-195327,-3839657,-8254479.477,0.016428,0.144365,0.024298,-465655.0471,0,0,0,0,0,0
0,0,-0.357849,-0.007636,-0.09163,0.025642,3,9756505,0.43,0,0,0,-196443,-3835136,-8254479.477,0.01597,0.142484,0.024289,-461498.4903,0,0,0,0,0,0
0,0,-0.351865,-0.007025,-0.091019,0.025642,3,9756515,0.44,0,0,0,-197553,-3830656,-8254479.476,0.015661,0.14069,0.024289,-457379.0357,0,0,0,0,0,0
0,0,-0.369817,-0.003818,-0.092546,0.025642,3,9756525,0.45,0,0,0,-198655,-3826217,-8254479.475,0.016323,0.139353,0.024286,-453296.3521,0,0,0,0,0,0
0,0,-0.36144,-0.007025,-0.089492,0.025642,3,9756535,0.46,0,0,0,-199750,-3821819,-8254479.475,0.016091,0.137808,0.024296,-449250.1115,0,0,0,0,0,0
0,0,-0.372211,-0.006567,-0.088728,0.025642,3,9756545,0.47,0,0,0,-200838,-3817460,-8254479.474,0.016478,0.136493,0.024306,-445239.9883,0,0,0,0,0,0
0,0,-0.368621,-0.005498,-0.087659,0.025642,3,9756555,0.48,0,0,0,-201919,-3813141,-8254479.474,0.016348,0.135095,0.024282,-441265.6604,0,0,0,0,0,0
0,0,-0.368621,-0.005498,-0.087659,0.025642,3,9756565,0.49,0,0,0,-202993,-3808861,-8254479.473,0.016375,0.133925,0.024305,-437326.8081,0,0,0,0,0,0
0,0,-0.357849,-0.007636,-0.090866,0.025642,3,9756575,0.5,0,0,0,-204060,-3804620,-8254479.472,0.015008,0.132351,0.024285,-433423.1147,0,0,0,0,0,0
0,0,-0.357849,-0.007636,-0.090866,0.025642,3,9756585,0.51,0,0,0,-205120,-3800417,-8254479.472,0.015739,0.131163,0.024294,-429554.2666,0,0,0,0,0,0
0,0,-0.369817,-0.004581,-0.091477,0.025642,3,9756595,0.52,0,0,0,-206173,-3796253,-8254479.471,0.016325,0.130281,0.024295,-425719.9525,0,0,0,0,0,0
0,0,-0.353062,-0.006414,-0.090255,0.025642,3,9756605,0.53,0,0,0,-207220,-3792126,-8254479.47,0.015753,0.12915,0.024296,-421919.8643,0,0,0,0,0,0
0,0,-0.348275,-0.006414,-0.088117,0.025642,3,9756615,0.54,0,0,0,-208260,-3788037,-8254479.47,0.015049,0.127932,0.024299,-418153.6964,0,0,0,0,0,0
0,0,-0.348275,-0.006414,-0.088117,0.025642,3,9756625,0.55,0,0,0,-209293,-3783985,-8254479.469,0.015364,0.126935,0.024312,-414421.1461,0,0,0,0,0,0
0,0,-0.36144,-0.003971,-0.091019,0.025642,3,9756635,0.56,0,0,0,-210319,-3779970,-8254479.469,0.015933,0.126233,0.024306,-410721.9133,0,0,0,0,0,0
0,0,-0.371014,-0.002596,-0.086437,0.025642,3,9756645,0.57,0,0,0,-211338,-3775991,-8254479.468,0.016398,0.125715,0.024325,-407055.7006,0,0,0,0,0,0
0,0,-0.3387,-0.006109,-0.089339,0.025642,3,9756655,0.58,0,0,0,-212351,-3772049,-8254479.467,0.015193,0.124682,0.024312,-403422.2132,0,0,0,0,0,0
0,0,-0.355456,-0.004887,-0.089339,0.025642,3,9756665,0.59,0,0,0,-213358,-3768142,-8254479.467,0.015667,0.123998,0.024313,-399821.159,0,0,0,0,0,0
0,0,-0.360243,-0.001374,-0.093768,0.025642,3,9756675,0.6,0,0,0,-214357,-3764271,-8254479.466,0.015932,0.123548,0.024293,-396252.2486,0,0,0,0,0,0
0,0,-0.357849,-0.005498,-0.087201,0.025642,3,9756685,0.61,0,0,0,-215351,-3760435,-8254479.465,0.015875,0.122886,0.024314,-392715.195,0,0,0,0,0,0
0,0,-0.367424,-0.009621,-0.092393,0.025642,3,9756695,0.62,0,0,0,-216338,-3756634,-8254479.465,0.016241,0.122151,0.024299,-389209.7139,0,0,0,0,0,0
0,0,-0.341094,-0.008247,-0.087812,0.025642,3,9756705,0.63,0,0,0,-217318,-3752867,-8254479.464,0.015258,0.121231,0.024309,-385735.5234,0,0,0,0,0,0
0,0,-0.342291,-0.005803,-0.09163,0.025642,3,9756715,0.64,0,0,0,-218292,-3749135,-8254479.464,0.015155,0.120536,0.0243,-382292.3441,0,0,0,0,0,0
0,0,-0.353062,-0.007941,-0.088575,0.025642,3,9756725,0.65,0,0,0,-219259,-3745436,-8254479.463,0.015561,0.119894,0.024312,-378879.8994,0,0,0,0,0,0
0,0,-0.341094,-0.00901,-0.092699,0.025642,3,9756735,0.66,0,0,0,-220221,-3741771,-8254479.462,0.015343,0.119352,0.024295,-375497.9149,0,0,0,0,0,0
57.687526,11.979802,-0.357849,-0.007941,-0.090103,0.025642,3,9756745,0.67,0,0,0,-221175,-3738140,-8254479.462,0.015117,0.118577,0.024288,-372146.1186,0,0,0,0,0,0
57.687526,11.979802,-0.33511,-0.00672,-0.091019,0.025642,3,9756755,0.68,0,0,0,-222124,-3734541,-8254479.461,0.015743,0.118087,0.024301,-368824.2412,0,0,0,0,0,0
57.687526,11.979802,-0.373408,-0.008552,-0.089644,0.025642,3,9756765,0.69,0,0,0,-223066,-3730975,-8254479.46,0.014943,0.117412,0.024297,-365532.0155,0,0,0,0,0,0
57.687526,11.979802,-0.356652,-0.007789,-0.093768,0.025642,3,9756775,0.7,0,0,0,-224003,-3727442,-8254479.46,0.016328,0.117126,0.02431,-362269.1768,0,0,0,0,0,0
57.687526,11.979802,-0.333913,-0.004887,-0.086896,0.025642,3,9756785,0.71,0,0,0,-224933,-3723941,-8254479.459,0.015882,0.116645,0.024289,-359035.4629,0,0,0,0,0,0
57.687526,11.979802,-0.356652,-0.006872,-0.089339,0.025642,3,9756795,0.72,0,0,0,-225856,-3720471,-8254479.459,0.014917,0.116121,0.024311,-355830.6138,0,0,0,0,0,0
57.687526,11.979802,-0.33511,-0.009621,-0.093462,0.025642,3,9756805,0.73,0,0,0,-226774,-3717033,-8254479.458,0.015663,0.11581,0.024316,-352654.3718,0,0,0,0,0,0
57.687526,11.979802,-0.326732,-0.002902,-0.094073,0.025642,3,9756815,0.74,0,0,0,-227686,-3713627,-8254479.457,0.014927,0.11511,0.024292,-349506.4815,0,0,0,0,0,0
57.687526,11.979802,-0.348275,-0.006261,-0.090713,0.025642,3,9756825,0.75,0,0,0,-228592,-3710251,-8254479.457,0.014487,0.114727,0.024281,-346386.69,0,0,0,0,0,0
57.687526,11.979802,-0.348275,-0.006261,-0.090713,0.025642,3,9756835,0.76,0,0,0,-229491,-3706906,-8254479.456,0.015266,0.114449,0.024297,-343294.7464,0,0,0,0,0,0
57.687526,11.979802,-0.366227,-0.004429,-0.092393,0.025642,3,9756845,0.77,0,0,0,-230385,-3703592,-8254479.455,0.014678,0.113999,0.024307,-340230.402,0,0,0,0,0,0
57.687526,11.979802,-0.337503,-0.004276,-0.091172,0.025642,3,9756855,0.78,0,0,0,-231273,-3700307,-8254479.455,0.016004,0.114029,0.024302,-337193.4106,0,0,0,0,0,0
57.687526,11.979802,-0.343487,-0.008705,-0.089034,0.025642,3,9756865,0.79,0,0,0,-232155,-3697053,-8254479.454,0.015076,0.1137,0.024297,-334183.528,0,0,0,0,0,0
57.687526,11.979802,-0.359046,-0.008247,-0.092699,0.025642,3,9756875,0.8,0,0,0,-233031,-3693828,-8254479.454,0.015165,0.113277,0.024309,-331200.5122,0,0,0,0,0,0
57.687526,11.979802,-0.373408,-0.006872,-0.092852,0,3,9756885,0.81,0,0,0,-233901,-3690632,-8254479.453,0.016296,0.109885,0.009869,-328244.1234,0,0,0,0,0,0
57.687526,11.979802,-0.36503,-0.006261,-0.089186,0,3,9756895,0.82,0,0,0,-234766,-3687465,-8254479.453,0.017231,0.106878,0.003732,-325314.124,0,0,0,0,0,0
57.687526,11.979802,-0.343487,-0.010996,-0.092699,0,3,9756905,0.83,0,0,0,-235623,-3684327,-8254479.453,0.017125,0.103946,0.001139,-322410.2783,0,0,0,0,0,0
57.687526,11.979802,-0.33511,-0.00504,-0.092546,0,3,9756915,0.84,0,0,0,-236474,-3681217,-8254479.453,0.016288,0.100712,0.000017,-319532.3528,0,0,0,0,0,0
57.687526,11.979802,-0.33511,-0.006872,-0.089644,0,3,9756925,0.85,0,0,0,-237316,-3678135,-8254479.453,0.015844,0.097897,-0.000456,-316680.1164,0,0,0,0,0,0
57.687526,11.979802,-0.368621,-0.005803,-0.092088,0,3,9756935,0.86,0,0,0,-238151,-3675080,-8254479.453,0.015778,0.095163,-0.000641,-313853.3395,0,0,0,0,0,0
57.687526,11.979802,-0.355456,-0.009316,-0.094073,0,3,9756945,0.87,0,0,0,-238979,-3672053,-8254479.453,0.017091,0.09298,-0.000726,-311051.7951,0,0,0,0,0,0
57.687526,11.979802,-0.367424,-0.008705,-0.091324,0,3,9756955,0.88,0,0,0,-239799,-3669053,-8254479.453,0.016772,0.090533,-0.000777,-308275.2578,0,0,0,0,0,0
57.687526,11.979802,-0.367424,-0.003971,-0.088423,0,3,9756965,0.89,0,0,0,-240612,-3666079,-8254479.453,0.017193,0.088388,-0.000783,-305523.5044,0,0,0,0,0,0
57.687526,11.979802,-0.367424,-0.003971,-0.088423,0,3,9756975,0.9,0,0,0,-241418,-3663132,-8254479.453,0.017259,0.086574,-0.000771,-302796.3137,0,0,0,0,0,0
57.687526,11.979802,-0.356652,-0.009927,-0.091172,0,3,9756985,0.91,0,0,0,-242216,-3660211,-8254479.453,0.016839,0.084438,-0.000782,-300093.4665,0,0,0,0,0,0
57.687526,11.979802,-0.343487,-0.005345,-0.091172,0,3,9756995,0.92,0,0,0,-243007,-3657316,-8254479.453,0.016255,0.082522,-0.000786,-297414.7454,0,0,0,0,0,0
57.687526,11.979802,-0.344684,-0.009316,-0.093004,0,3,9757005,0.93,0,0,0,-243791,-3654447,-8254479.453,0.016209,0.080546,-0.000795,-294759.9351,0,0,0,0,0,0
57.687526,11.979802,-0.362636,-0.00901,-0.088117,0,3,9757015,0.94,0,0,0,-244568,-3651604,-8254479.453,0.016907,0.078885,-0.000772,-292128.8222,0,0,0,0,0,0
57.687526,11.979802,-0.353062,-0.006109,-0.090561,0,3,9757025,0.95,0,0,0,-245338,-3648786,-8254479.453,0.016638,0.077319,-0.000777,-289521.1951,0,0,0,0,0,0
57.687526,11.979802,-0.367424,-0.004887,-0.089644,0,3,9757035,0.96,0,0,0,-246101,-3645993,-8254479.453,0.017162,0.07606,-0.000771,-286936.8443,0,0,0,0,0,0
57.687526,11.979802,-0.33511,-0.006109,-0.091172,0,3,9757045,0.97,0,0,0,-246857,-3643225,-8254479.453,0.015967,0.074438,-0.000782,-284375.5618,0,0,0,0,0,0
57.687526,11.979802,-0.356652,-0.003207,-0.094226,0,3,9757055,0.98,0,0,0,-247607,-3640482,-8254479.453,0.016633,0.073326,-0.000794,-281837.1419,0,0,0,0,0,0
57.687526,11.979802,-0.347078,-0.006872,-0.090866,0,3,9757065,0.99,0,0,0,-248349,-3637763,-8254479.453,0.016354,0.07196,-0.000787,-279321.3804,0,0,0,0,0,0
57.687526,11.979802,-0.353062,-0.003054,-0.091324,0,3,9757075,1,0,0,0,-249085,-3635069,-8254479.453,0.016548,0.070932,-0.000783,-276828.0751,0,0,0,0,0,0
57.687526,11.979802,-0.360243,-0.003818,-0.092241,0,3,9757085,1.01,0,0,0,-249815,-3632398,-8254479.453,0.01686,0.069984,-0.000785,-274357.0256,0,0,0,0,0,0
57.687526,11.979802,-0.356652,-0.006872,-0.091019,0,3,9757095,1.02,0,0,0,-250537,-3629751,-8254479.453,0.016764,0.068883,-0.000782,-271908.0331,0,0,0,0,0,0
57.687526,11.979802,-0.359046,-0.007025,-0.08995,0,3,9757105,1.03,0,0,0,-251254,-3627128,-8254479.453,0.016842,0.067862,-0.000775,-269480.9009,0,0,0,0,0,0
57.687526,11.979802,-0.372211,-0.005803,-0.089339,0,3,9757115,1.04,0,0,0,-251963,-3624529,-8254479.453,0.017373,0.067092,-0.000767,-267075.4337,0,0,0,0,0,0
57.687526,11.979802,-0.348275,-0.00733,-0.08827,0,3,9757125,1.05,0,0,0,-252667,-3621952,-8254479.453,0.016509,0.066008,-0.000764,-264691.4382,0,0,0,0,0,0
57.687526,11.979802,-0.351865,-0.005345,-0.095142,0,3,9757135,1.06,0,0,0,-253364,-3619399,-8254479.453,0.016519,0.065151,-0.000791,-262328.7227,0,0,0,0,0,0
57.687526,11.979802,-0.349471,-0.007483,-0.092088,0,3,9757145,1.07,0,0,0,-254055,-3616868,-8254479.453,0.016423,0.06421,-0.000789,-259987.0973,0,0,0,0,0,0
57.687526,11.979802,-0.354259,-0.003207,-0.091324,0,3,9757155,1.08,0,0,0,-254739,-3614360,-8254479.453,0.016599,0.063587,-0.000783,-257666.3736,0,0,0,0,0,0
57.687526,11.979802,-0.3387,-0.00733,-0.093157,0,3,9757165,1.09,0,0,0,-255418,-3611874,-8254479.453,0.01601,0.062616,-0.000792,-255366.3653,0,0,0,0,0,0
57.687526,11.979802,-0.36503,-0.004887,-0.086743,0,3,9757175,1.1,0,0,0,-256090,-3609411,-8254479.453,0.016957,0.06213,-0.000759,-253086.8873,0,0,0,0,0,0
57.687526,11.979802,-0.357849,-0.004276,-0.090561,0,3,9757185,1.11,0,0,0,-256756,-3606969,-8254479.453,0.01682,0.061576,-0.000767,-250827.7563,0,0,0,0,0,0
57.687526,11.979802,-0.350668,-0.004123,-0.086285,0,3,9757195,1.12,0,0,0,-257417,-3604549,-8254479.453,0.016515,0.060992,-0.000751,-248588.7908,0,0,0,0,0,0
57.687526,11.979802,-0.348275,-0.006567,-0.092546,0,3,9757205,1.13,0,0,0,-258071,-3602151,-8254479.453,0.016372,0.0603,-0.000773,-246369.8108,0,0,0,0,0,0
57.687526,11.979802,-0.359046,-0.008094,-0.096822,0,3,9757215,1.14,0,0,0,-258719,-3599774,-8254479.453,0.016774,0.059684,-0.000801,-244170.6378,0,0,0,0,0,0
57.687526,11.979802,-0.344684,-0.004581,-0.091324,0,3,9757225,1.15,0,0,0,-259362,-3597419,-8254479.453,0.016271,0.05911,-0.00079,-241991.0951,0,0,0,0,0,0
57.687526,11.979802,-0.366227,-0.008247,-0.090103,0,3,9757235,1.16,0,0,0,-259999,-3595084,-8254479.453,0.01704,0.058637,-0.000775,-239831.0074,0,0,0,0,0,0
57.687526,11.979802,-0.367424,-0.006872,-0.091935,0,3,9757245,1.17,0,0,0,-260630,-3592770,-8254479.453,0.017206,0.058231,-0.000779,-237690.201,0,0,0,0,0,0
57.687526,11.979802,-0.367424,-0.005956,-0.091783,0,3,9757255,1.18,0,0,0,-261255,-3590477,-8254479.453,0.017232,0.057884,-0.00078,-235568.504,0,0,0,0,0,0
57.687526,11.979802,-0.339897,-0.004276,-0.089186,0,3,9757265,1.19,0,0,0,-261875,-3588204,-8254479.453,0.016151,0.057349,-0.000773,-233465.7456,0,0,0,0,0,0
57.687526,11.979802,-0.371014,-0.006567,-0.090408,0,3,9757275,1.2,0,0,0,-262489,-3585952,-8254479.453,0.017209,0.057106,-0.000767,-231381.7569,0,0,0,0,0,0
57.687526,11.979802,-0.344684,-0.003512,-0.088575,0,3,9757285,1.21,0,0,0,-263098,-3583720,-8254479.453,0.016336,0.056702,-0.000763,-229316.3703,0,0,0,0,0,0
57.687526,11.979802,-0.36144,-0.005803,-0.089034,0,3,9757295,1.22,0,0,0,-263701,-3581507,-8254479.453,0.01686,0.056423,-0.000758,-227269.4197,0,0,0,0,0,0
57.687526,11.979802,-0.339897,-0.008705,-0.085521,0,3,9757305,1.23,0,0,0,-264299,-3579315,-8254479.453,0.016088,0.055765,-0.000745,-225240.7407,0,0,0,0,0,0
57.687526,11.979802,-0.36144,-0.001374,-0.08659,0,3,9757315,1.24,0,0,0,-264891,-3577141,-8254479.453,0.016823,0.055769,-0.000737,-223230.17,0,0,0,0,0,0
57.687526,11.979802,-0.353062,-0.001527,-0.090866,0,3,9757325,1.25,0,0,0,-265478,-3574988,-8254479.453,0.016606,0.055638,-0.000758,-221237.5461,0,0,0,0,0,0
57.687526,11.979802,-0.319551,-0.005192,-0.085521,0,3,9757335,1.26,0,0,0,-266060,-3572853,-8254479.453,0.015248,0.054992,-0.000746,-219262.7087,0,0,0,0,0,0
57.687526,11.979802,-0.348275,-0.004734,-0.09163,0,3,9757345,1.27,0,0,0,-266637,-3570738,-8254479.453,0.016171,0.054764,-0.000761,-217305.4991,0,0,0,0,0,0
57.687526,11.979802,-0.345881,-0.002749,-0.08659,0,3,9757355,1.28,0,0,0,-267208,-3568641,-8254479.453,0.01622,0.054584,-0.000747,-215365.76,0,0,0,0,0,0
57.687526,11.979802,-0.357849,-0.007941,-0.086285,0,3,9757365,1.29,0,0,0,-267774,-3566563,-8254479.453,0.016696,0.054279,-0.000738,-213443.3354,0,0,0,0,0,0
57.687526,11.979802,-0.348275,-0.001374,-0.08995,0,3,9757375,1.3,0,0,0,-268336,-3564504,-8254479.453,0.015497,0.053782,-0.000754,-211538.0707,0,0,0,0,0,0
57.687526,11.979802,-0.348275,-0.001374,-0.08995,0,3,9757385,1.31,0,0,0,-268892,-3562463,-8254479.453,0.016211,0.053774,-0.000757,-209649.8128,0,0,0,0,0,0
57.687526,11.979802,-0.378195,-0.00672,-0.092699,0,3,9757395,1.32,0,0,0,-269443,-3560440,-8254479.453,0.017593,0.053864,-0.00075,-207778.4099,0,0,0,0,0,0
57.687526,11.979802,-0.378195,-0.00672,-0.092699,0,3,9757405,1.33,0,0,0,-269989,-3558435,-8254479.453,0.017713,0.053801,-0.000771,-205923.7114,0,0,0,0,0,0
57.687526,11.979802,-0.359046,-0.007941,-0.090103,0,3,9757415,1.34,0,0,0,-270530,-3556449,-8254479.454,0.016975,0.053475,-0.000771,-204085.5684,0,0,0,0,0,0
57.687526,11.979802,-0.36144,-0.006567,-0.087965,0,3,9757425,1.35,0,0,0,-271066,-3554480,-8254479.454,0.016955,0.053297,-0.000758,-202263.8331,0,0,0,0,0,0
57.687526,11.979802,-0.356652,-0.007483,-0.090408,0,3,9757435,1.36,0,0,0,-271598,-3552528,-8254479.454,0.016763,0.05303,-0.000765,-200458.3588,0,0,0,0,0,0
57.687526,11.979802,-0.353062,-0.005345,-0.09163,0,3,9757445,1.37,0,0,0,-272125,-3550594,-8254479.454,0.016593,0.052853,-0.000773,-198669.0007,0,0,0,0,0,0
57.687526,11.979802,-0.351865,-0.008399,-0.09331,0,3,9757455,1.38,0,0,0,-272647,-3548677,-8254479.454,0.016517,0.052527,-0.000785,-196895.6147,0,0,0,0,0,0
57.687526,11.979802,-0.347078,-0.006872,-0.09163,0,3,9757465,1.39,0,0,0,-273164,-3546777,-8254479.454,0.016317,0.052249,-0.000782,-195138.0582,0,0,0,0,0,0
57.687526,11.979802,-0.356652,-0.004276,-0.088117,0,3,9757475,1.4,0,0,0,-273677,-3544894,-8254479.454,0.016665,0.052229,-0.000762,-193396.1901,0,0,0,0,0,0
57.687526,11.979802,-0.371014,-0.005498,-0.088575,0,3,9757485,1.41,0,0,0,-274185,-3543028,-8254479.454,0.017284,0.052284,-0.000754,-191669.8703,0,0,0,0,0,0
57.687526,11.979802,-0.344684,-0.004429,-0.089797,0,3,9757495,1.42,0,0,0,-274688,-3541179,-8254479.454,0.016342,0.05208,-0.000763,-189958.9599,0,0,0,0,0,0
57.687526,11.979802,-0.36503,-0.008552,-0.091172,0,3,9757505,1.43,0,0,0,-275187,-3539346,-8254479.454,0.016997,0.05194,-0.000767,-188263.3215,0,0,0,0,0,0
