1,0,0,0,0,0,0.01
0,1,0.03,0,0,0.01278,0
0,0,1,0,0,0.025745,0
0,0,0,1,0.01,0,0
0,0,0,0.18884,1,0.13938,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
0,0,0,0,0.026179,0.01,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,-21.423,0,-0.84843,0
0,0,0,0,1,0,0
0,0,0,0,0,2.5745,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
0,0,-1.61,0,0,0,0
0.61806,0,0,0,0,0,0.007236
0,0.64745,0,4.5949e-05,0.0040356,0.0015675,0
0,0.60898,0,0.00017897,0.0083994,0.0032625,0
0,0,0,0.0061637,0,0,0
0,4.0989e-05,0,0.61847,0.041478,0.016111,0
0,6.106e-05,0,0.00063601,0.30202,0.11731,0
0.0010557,0,0,0,0,0,0.61803
