Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed VESC (rad/s),Time (ms),Time,flag,Input,Reset Traj,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),Rollref,Closestpoint,Error1,Error2,Dpsiref contribution,Lateral contribution,Heading contribution
1.0068374173,0.2090595055,-0.385815,-0.014024,0.004935,0.000651,-0.042726,5422727,0,942,0,0,1331918.095447,6414561.192573,-0.535931,-0.035189,-0.014937,0.000667,-0.013286,0,-0.000004,1,-0.037475,-3.094025,-0.057896,0.000168,0.29944
1.0068374173,0.2090595055,-0.376241,-0.01769,0.009364,0.000651,-0.042726,5422827,0,948,0,0,1331918.097709,6414561.191630,-0.535555,-0.035713,-0.013409,0.000672,-0.013288,0,-0.000004,1,-0.038544,-3.093277,-0.057895,0.000172,0.299367
1.0068374173,0.2090595055,-0.408555,-0.01433,0.00692,0.000651,-0.042726,5422927,0,955,0,0,1331918.099464,6414561.190891,-0.535255,-0.03657,-0.021656,0.000671,-0.013288,0,-0.000004,1,-0.038895,-3.092977,-0.057895,0.000174,0.299338
1.0068374173,0.2090595055,-11.937522,-0.550059,-0.181684,0.002321,-0.042726,5423027,0,961,0,0,1331918.100864,6414561.190319,-0.534954,-0.038143,-0.092768,0.002872,-0.013288,0,-0.000004,1,-0.03919,-3.092676,-0.057895,0.000175,0.299309
1.0068374173,0.2090595055,-0.347517,0.009494,0.037158,0.024821,-0.042726,5423127,0,967,0,0,1331918.102223,6414561.190449,-0.533322,-0.039039,0.009848,0.024805,-0.013288,0,-0.000004,1,-0.040047,-3.091044,-0.057895,0.000179,0.299151
1.0068374173,0.2090595055,0.412464,-0.067475,0.065869,0.044379,-0.042726,5423227,0,974,0,0,1331918.104259,6414561.192108,-0.527478,-0.039469,0.005269,0.044395,-0.013288,0,-0.000004,1,-0.042554,-3.0852,-0.057895,0.00019,0.298586
1.0068374173,0.2090595055,-0.249378,-0.098935,0.014098,0.045397,-0.042726,5423327,0,980,0,0,1331918.106029,6414561.193814,-0.521118,-0.045786,-0.122134,0.045151,-0.013288,0,-0.000004,1,-0.044953,-3.07884,-0.057895,0.000201,0.29797
1.0068374173,0.2090595026,-0.882495,-0.110846,-0.018736,0.03235,-0.042726,5423428,0,986,0,0,1331918.103069,6414561.194922,-0.517642,-0.052356,-0.07045,0.033576,-0.013288,0,-0.000004,1,-0.044245,-3.075364,-0.057896,0.000198,0.297634
1.0068374173,0.2090595026,-0.494726,-0.087328,-0.014155,0.013698,-0.042726,5423527,0,993,0,0,1331918.100119,6414561.194536,-0.517028,-0.059323,-0.090427,0.013941,-0.013288,0,-0.000004,1,-0.042297,-3.07475,-0.057896,0.000189,0.297574
1.0068374173,0.2090595026,-1.64846,-0.014788,-0.019347,0.013302,-0.042726,5423627,0,999,0,0,1331918.097480,6414561.193746,-0.51759,-0.061942,0.009659,0.013288,-0.013288,0,-0.000004,1,-0.040183,-3.075312,-0.057896,0.00018,0.297629
1.0068374173,0.2090595026,-0.481561,0.01377,-0.005908,0.014321,-0.042726,5423727,0,1007,0,0,1331918.095475,6414561.193094,-0.517752,-0.058864,0.007371,0.013995,-0.013288,0,-0.000004,1,-0.038534,-3.075474,-0.057896,0.000172,0.297644
1.0068374173,0.2090595055,-0.664674,0.020948,-0.034924,0.01517,-0.042726,5423827,0,1013,0,0,1331918.098180,6414561.192888,-0.515311,-0.05422,0.046479,0.015111,-0.013288,0,-0.000004,1,-0.039853,-3.073033,-0.057896,0.000178,0.297408
1.0068374173,0.2090595055,0.614726,0.038357,0.010891,0.01517,-0.042726,5423927,0,1019,0,0,1331918.100275,6414561.192721,-0.513097,-0.049568,0.05839,0.015136,-0.013288,0,-0.000004,1,-0.040751,-3.071074,-0.057896,0.000182,0.297219
1.0068374173,0.2090595026,-0.990209,0.083409,-0.014307,0.023519,-0.042726,5424027,0,1026,0,0,1331918.097772,6414561.192585,-0.512693,-0.043875,0.083482,0.023353,-0.013288,0,-0.000004,1,-0.039198,-3.070794,-0.057896,0.000175,0.297191
1.0068374173,0.2090595055,-0.963879,-0.008832,-0.033244,0.025897,-0.042726,5424127,0,1031,0,0,1331918.100313,6414561.193307,-0.508616,-0.038997,0.016512,0.025712,-0.013288,0,-0.000004,1,-0.041379,-3.066339,-0.057896,0.000185,0.29676
1.0068374173,0.2090595055,0.438794,0.073635,0.07717,0.020689,-0.042726,5424227,0,1038,0,0,1331918.102137,6414561.193551,-0.505531,-0.040732,0.004659,0.020674,-0.013288,0,-0.000004,1,-0.042588,-3.063253,-0.057896,0.00019,0.296462
1.0068374173,0.2090595055,0.664993,-0.011123,0.07549,0.045935,-0.042726,5424327,0,1045,0,0,1331918.103856,6414561.194176,-0.501446,-0.042385,-0.10689,0.043228,-0.013288,0,-0.000004,1,-0.044057,-3.059168,-0.057895,0.000197,0.296066
1.0068374173,0.2090595055,2.147853,0.098069,0.247296,0.054483,-0.042726,5424428,0,1051,0,0,1331918.105932,6414561.196170,-0.494093,-0.038608,0.089718,0.054527,-0.013288,0,-0.000004,1,-0.046865,-3.051815,-0.057895,0.00021,0.295355
1.0068374173,0.2090595055,-2.485037,-0.015399,0.086485,0.050888,-0.042726,5424527,0,1058,0,0,1331918.107512,6414561.197592,-0.487176,-0.033735,-0.018253,0.050742,-0.013288,0,-0.000004,1,-0.048484,-3.045811,-0.057895,0.000217,0.294774
1.0068374173,0.2090595055,-0.045918,0.070733,0.035478,0.040105,-0.042726,5424627,0,1065,0,0,1331918.108303,6414561.197914,-0.482596,-0.032591,0.040678,0.040091,-0.013288,0,-0.000004,1,-0.049302,-3.041003,-0.057896,0.00022,0.294308
1.0068374144,0.2090595026,-3.011638,-0.016468,-0.059359,0.019982,-0.042726,5424727,0,1072,0,0,1331918.104191,6414561.192901,-0.485377,-0.032345,0.008261,0.01968,-0.013288,0,-0.000004,1,-0.043018,-3.043448,-0.057896,0.000192,0.294545
1.0068374144,0.2090595026,-3.535845,-0.130241,-0.050348,0.027425,-0.042726,5424827,0,1079,0,0,1331918.100761,6414561.188490,-0.488359,-0.036686,0.008633,0.0276,-0.013288,0,-0.000004,1,-0.037391,-3.046542,-0.057896,0.000167,0.294844
1.0068374144,0.2090595026,-1.607768,-0.120162,-0.097385,0.038973,-0.042726,5424927,0,1085,0,0,1331918.098515,6414561.185910,-0.488342,-0.042773,-0.058521,0.038557,-0.013288,0,-0.000004,1,-0.034216,-3.046064,-0.057896,0.000153,0.294798
1.0068374144,0.2090595026,-1.032098,-0.100156,0.026468,0.026208,-0.042726,5425027,0,1092,0,0,1331918.096706,6414561.183729,-0.487959,-0.051794,-0.079775,0.024797,-0.013288,0,-0.000004,1,-0.031399,-3.045681,-0.057896,0.00014,0.294761
1.0068374144,0.2090595026,-2.435968,-0.121995,-0.085626,0.02318,-0.042726,5425127,0,1098,0,0,1331918.095336,6414561.182164,-0.486928,-0.056254,-0.046424,0.026571,-0.013288,0,-0.000004,1,-0.029338,-3.044651,-0.057896,0.000131,0.294661
1.0068374144,0.2090595055,-1.212818,0.083409,0.059149,0.031303,-0.042726,5425227,0,1104,0,0,1331918.098251,6414561.180676,-0.484732,-0.058071,-0.016241,0.031083,-0.013288,0,-0.000004,1,-0.029465,-3.042963,-0.057895,0.000132,0.294498
1.0068374144,0.2090595055,-0.53063,0.03286,0.005546,0.024227,-0.042726,5425327,0,1111,0,0,1331918.100697,6414561.179807,-0.481634,-0.055244,0.033857,0.024027,-0.013288,0,-0.000004,1,-0.030127,-3.039787,-0.057895,0.000135,0.294191
1.0068374144,0.2090595055,0.381346,-0.056938,-0.00545,0.022925,-0.042726,5425428,0,1117,0,0,1331918.102373,6414561.178837,-0.479578,-0.056141,-0.060273,0.022727,-0.013288,0,-0.000004,1,-0.030265,-3.037685,-0.057895,0.000135,0.293987
1.0068374144,0.2090595055,-1.327713,-0.028685,0.006615,0.040388,-0.042726,5425527,0,1124,0,0,1331918.104021,6414561.178632,-0.475954,-0.060593,-0.044126,0.040385,-0.013288,0,-0.000004,1,-0.030848,-3.034375,-0.057895,0.000138,0.293667
1.0068374144,0.2090595055,-1.818409,0.063556,0.0086,0.037246,-0.042726,5425627,0,1131,0,0,1331918.105470,6414561.178822,-0.471498,-0.061644,-0.055451,0.03695,-0.013288,0,-0.000004,1,-0.031829,-3.029873,-0.057895,0.000142,0.293231
1.0068374144,0.2090595055,-1.281037,0.074246,-0.055846,0.027057,-0.042726,5425727,0,1138,0,0,1331918.106327,6414561.178459,-0.468473,-0.054488,0.133698,0.026949,-0.013288,0,-0.000004,1,-0.032306,-3.026195,-0.057895,0.000144,0.292875
1.0068374144,0.2090595055,-0.230229,0.124947,0.051819,0.042454,-0.042726,5425827,0,1144,0,0,1331918.107068,6414561.178403,-0.465103,-0.044849,0.126549,0.042503,-0.013288,0,-0.000004,1,-0.032668,-3.022825,-0.057895,0.000146,0.292549
1.0068374144,0.2090595055,0.655418,0.138997,0.085722,0.042567,-0.042726,5425927,0,1151,0,0,1331918.107885,6414561.178734,-0.460495,-0.033363,0.141309,0.042731,-0.013288,0,-0.000004,1,-0.033395,-3.018217,-0.057895,0.000149,0.292103
1.0068374144,0.2090595055,0.428022,0.025682,0.021428,0.040331,-0.042726,5426027,0,1158,0,0,1331918.108489,6414561.178955,-0.456106,-0.025151,0.064617,0.04155,-0.013288,0,-0.000004,1,-0.033911,-3.013828,-0.057895,0.000152,0.291678
1.0068374144,0.2090595055,0.46273,0.112119,0.132453,0.042199,-0.042726,5426127,0,1163,0,0,1331918.108917,6414561.179199,-0.451932,-0.018848,0.11216,0.042382,-0.013288,0,-0.000004,1,-0.034015,-3.010372,-0.057896,0.000152,0.291344
1.0068374144,0.2090595055,0.235334,0.110134,0.072435,0.041435,-0.042726,5426227,0,1170,0,0,1331918.109264,6414561.179380,-0.447699,-0.011712,0.110117,0.041439,-0.013288,0,-0.000004,1,-0.034358,-3.006139,-0.057896,0.000154,0.290934
1.0068374144,0.2090595055,1.42258,-0.00593,0.051361,0.03835,-0.042726,5426327,0,1177,0,0,1331918.109427,6414561.179320,-0.44403,-0.008837,-0.005893,0.038306,-0.013288,0,-0.000004,1,-0.034431,-3.002404,-0.057896,0.000154,0.290573
1.0068374173,0.2090595026,0.514193,0.024613,0.104506,0.036086,-0.042726,5426428,0,1183,0,0,1331918.105457,6414561.183489,-0.438571,-0.00909,0.024613,0.036216,-0.013288,0,-0.000004,1,-0.035736,-2.996918,-0.057896,0.00016,0.290042
1.0068374202,0.2090594968,-1.51681,-0.079845,0.014251,0.032831,-0.042726,5426527,0,1190,0,0,1331918.093972,6414561.190507,-0.434011,-0.011661,-0.029135,0.032879,-0.013288,0,-0.000004,1,-0.035547,-2.991733,-0.057897,0.000159,0.28954
1.0068374289,0.2090594881,-0.166797,-0.012955,0.01532,0.035576,-0.042726,5426627,0,1196,0,0,1331918.072850,6414561.208777,-0.423771,-0.017358,-0.093843,0.035377,-0.013289,0,-0.000004,1,-0.039146,-2.981493,-0.057898,0.000175,0.288549
1.0068374347,0.2090594764,-0.315203,-0.031587,0.016847,0.034529,-0.042726,5426727,0,1203,0,0,1331918.039931,6414561.231315,-0.413866,-0.021948,-0.031592,0.0344,-0.013289,0,-0.000003,1,-0.091081,-2.43744,-0.057899,0.000407,0.235895
1.0068374493,0.2090594648,0.262861,-0.092673,-0.010642,0.032463,-0.042726,5426827,0,1210,0,0,1331917.998120,6414561.270119,-0.393458,-0.02856,-0.120316,0.032191,-0.013304,0,-0.000003,1,-0.070458,-2.417033,-0.057898,0.000315,0.23392
1.0068374493,0.2090594648,-0.590471,-0.09023,-0.015529,0.039143,-0.042726,5426926,0,1210,0,0,1331917.997986,6414561.273282,-0.387671,-0.036392,-0.090234,0.037595,-0.013288,0,-0.000003,1,-0.071721,-2.411246,-0.0579,0.000321,0.23336
1.0068374813,0.2090594415,-0.134483,-0.092521,0.033951,0.042426,-0.042726,5427027,0,1223,0,0,1331917.898554,6414561.384628,-0.322137,-0.044123,-0.11451,0.04232,-0.013311,0,-0.000003,3,-0.083214,-2.678332,-0.057901,0.000372,0.259209
1.0068374987,0.2090594270,0.749967,-0.137419,0.050597,0.042397,-0.042726,5427127,0,1229,0,0,1331917.835293,6414561.462689,-0.26842,-0.055668,-0.14002,0.042232,-0.013314,0,-0.000003,5,-0.075066,-2.074761,-0.03866,0.000336,0.200795
1.0068375220,0.2090594095,-1.290611,-0.139099,0.005851,0.044237,-0.042726,5427227,0,1235,0,0,1331917.761376,6414561.557881,-0.197994,-0.068424,-0.113431,0.044128,-0.013317,0,-0.000003,6,-0.069125,-2.554189,-0.042969,0.000309,0.247194
1.0068375220,0.2090594095,-1.519204,-0.123827,-0.032481,0.041831,-0.042726,5427329,0,1235,-0.000003,0,1331917.760795,6414561.561807,-0.190461,-0.079158,-0.063694,0.042227,-0.013288,0.293983,-0.000003,6,-0.07149,-2.546655,-0.032256,0.00032,0.246465
1.0068375482,0.2090593892,-2.590358,0.03347,0.041587,0.056747,-0.042726,5427427,0,1242,-0.000003,0,1331917.673897,6414561.674749,-0.099958,-0.084149,-0.010788,0.055295,-0.013288,0.141755,-0.000003,8,-0.079778,-2.049405,-0.030441,0.000357,0.198341
1.0068375744,0.2090593601,-1.422261,0.170152,0.103437,0.060596,-0.042726,5427527,0,1249,-0.000003,0,1331917.564241,6414561.802495,0.011944,-0.073249,0.170254,0.060594,-0.013288,-0.264974,-0.000003,9,-0.076262,-2.345306,-0.022638,0.000341,0.226979
1.0068376035,0.2090593397,0.04145,0.000636,-0.066231,0.029208,-0.042726,5427627,0,1255,-0.000003,0,1331917.448595,6414561.944112,0.147226,-0.059254,0.084163,0.029083,-0.013288,-0.148989,-0.000003,11,-0.076031,-2.012148,-0.016294,0.00034,0.194736
1.0068376355,0.2090593077,-0.123712,-0.065642,0.036089,0.026746,-0.042726,5427727,0,1261,-0.000003,0,1331917.311306,6414562.099931,0.308707,-0.057758,-0.061598,0.026731,-0.013288,0.17325,-0.000003,12,-0.068418,-2.047943,-0.01285,0.000306,0.1982
1.0068376704,0.2090592786,-0.03036,-0.071446,0.027384,0.042143,-0.042726,5427827,0,1269,-0.000003,0,1331917.159844,6414562.272974,0.504336,-0.061559,-0.066324,0.039856,-0.013288,0.4372,-0.000003,14,-0.072924,-1.940548,-0.011414,0.000326,0.187806
1.0068377082,0.2090592495,-0.281692,-0.064421,0.110156,0.070106,-0.042726,5427927,0,1275,-0.000002,0,1331916.995382,6414562.462666,0.733224,-0.071151,-0.08071,0.066177,-0.013288,0.334623,-0.000002,16,-0.08967,-1.53604,-0.009625,0.000401,0.148658
1.0068377489,0.2090592059,0.532146,-0.059687,0.182239,0.100163,-0.042726,5428027,0,1282,-0.000002,0,1331916.797497,6414562.668251,1.001652,-0.076273,-0.059727,0.100195,-0.013288,0.284776,-0.000002,18,-0.070107,-1.158837,-0.009998,0.000314,0.112152
1.0068377838,0.2090591768,-0.235016,0.004302,0.244852,0.120484,-0.042726,5428127,0,1288,-0.000001,0,1331916.596332,6414562.871526,1.266794,-0.076588,0.06173,0.12068,-0.013288,-0.085628,-0.000001,20,-0.060401,-0.924979,-0.009781,0.00027,0.089519
1.0068378245,0.2090591390,0.359804,-0.054189,0.281046,0.131098,-0.042726,5428227,0,1294,-0.000001,0,1331916.384084,6414563.079764,1.519826,-0.077481,-0.040034,0.130936,-0.013288,0.220827,-0.000001,22,-0.031492,-0.645184,-0.009989,0.000141,0.062441
1.0068378711,0.2090591041,0.66619,0.054851,0.415742,0.146268,-0.042726,5428328,0,1301,-0,0,1331916.171246,6414563.300129,1.736284,-0.076995,-0.039134,0.146511,-0.013288,0.088195,-0,24,-0.023924,-0.427047,-0.010497,0.000107,0.04133
1.0068379147,0.2090590663,0.813398,-0.004709,0.366873,0.1519,-0.042726,5428427,0,1307,-0.000001,0,1331915.956161,6414563.528238,1.908438,-0.074308,0.034694,0.152262,-0.013288,-0.007484,-0.000001,26,-0.042871,-0.450363,-0.009058,0.000192,0.043586
1.0068379583,0.2090590197,-0.26374,-0.013566,0.370538,0.154447,-0.042726,5428527,0,1314,-0.000001,0,1331915.727277,6414563.765132,2.045457,-0.070986,0.006412,0.154826,-0.013288,0.073046,-0.000001,28,-0.071348,-0.387637,-0.004753,0.000319,0.037515
1.0068380049,0.2090589790,-0.201505,0.061418,0.38978,0.155834,-0.042726,5428627,0,1320,-0,0,1331915.495404,6414564.014074,2.142855,-0.067784,-0.001156,0.156053,-0.013288,0.251234,-0,30,-0.048112,-0.211523,0.000363,0.000215,0.020471
1.0068380514,0.2090589383,-0.284085,0.055003,0.39146,0.157476,-0.042726,5428727,0,1327,-0,0,1331915.261106,6414564.274426,2.205357,-0.063088,0.055013,0.157846,-0.013288,-0.013423,-0,32,-0.038498,-0.232225,0.003275,0.000172,0.022475
1.0068380951,0.2090588888,-0.626376,0.001705,0.337856,0.1549,-0.042726,5428827,0,1334,-0,0,1331915.010055,6414564.538540,2.258186,-0.056853,0.079065,0.155308,-0.013288,-0.163285,-0,34,-0.010426,-0.172252,0.00179,0.000047,0.016671
1.0068381445,0.2090588481,-0.913613,0.035456,0.330526,0.147174,-0.042726,5428927,0,1341,-0,0,1331914.760061,6414564.815797,2.282868,-0.050562,0.035407,0.147411,-0.013287,-0.061371,-0,36,-0.015671,-0.075883,-0.001428,0.00007,0.007344
1.0068381911,0.2090588103,0.796643,0.055614,0.337551,0.137777,-0.042726,5429027,0,1347,0,0,1331914.513018,6414565.097826,2.295427,-0.044502,0.055582,0.138958,-0.013288,-0.027952,0,38,-0.026617,0.078724,-0.002613,0.000119,-0.007619
1.0068382405,0.2090587725,-1.004571,0.005676,0.253557,0.130928,-0.042726,5429127,0,1353,0,0,1331914.268533,6414565.388204,2.296253,-0.040743,0.039315,0.131478,-0.013288,-0.064244,0,40,-0.024279,0.102221,-0.00221,0.000109,-0.009893
1.0068382900,0.2090587347,0.143179,0.019421,0.254473,0.124447,-0.042726,5429227,0,1360,0,0,1331914.025688,6414565.684879,2.290656,-0.036488,0.019398,0.12536,-0.013288,-0.05265,0,42,0.026152,0.14674,-0.001089,-0.000117,-0.014202
1.0068383307,0.2090586910,-1.179307,0.034845,0.241645,0.119947,-0.042726,5429328,0,1366,-0,0,1331913.774469,6414565.972748,2.297684,-0.03354,0.030619,0.120155,-0.013288,-0.103884,-0,44,0.022727,-0.134824,-0.00175,-0.000102,0.013048
1.0068383801,0.2090586532,-0.157223,-0.003181,0.230955,0.114852,-0.042726,5429427,0,1373,0,0,1331913.526572,6414566.267596,2.294727,-0.031398,-0.021829,0.115175,-0.013287,-0.034464,0,46,-0.009289,0.011401,-0.000186,0.000042,-0.001103
1.0068384267,0.2090586183,-0.294857,0.046451,0.212171,0.112022,-0.042726,5429527,0,1379,0,0,1331913.284742,6414566.563202,2.288021,-0.027571,0.06713,0.11223,-0.013287,-0.164441,0,49,-0.021039,0.090656,0.000389,0.000094,-0.008774
1.0068384732,0.2090585776,-1.23077,0.15824,0.240423,0.103418,-0.042726,5429627,0,1386,-0,0,1331913.038918,6414566.858979,2.285885,-0.019271,0.158443,0.103638,-0.013287,-0.399643,-0,50,-0.058125,-0.106013,-0.000308,0.00026,0.01026
1.0068385168,0.2090585340,-4.209655,0.16725,-0.091429,0.087455,-0.042726,5429725,0,1392,-0,0,1331912.786958,6414567.152026,2.287902,-0.011086,0.166974,0.087816,-0.01327,-0.48651,-0,52,-0.070291,0.006567,0.001323,0.000314,-0.000636
