Time,X_estimated,Y_estimated,Psi_estimated,Roll_estimated,Rollrate_estimated,Delta_estimated,Velocity_estimated,GPS_X,GPS_Y,a_y,w_x,w_z,Delta_enc,Velocity,Steerrate
7.01,6.10309307836326,25.4734310242661,0.630462699720752,-1.1374789551512,2.73977840371998,1.43003755318721,1.96032739870233,6.0584957163354,25.4562859830083,24.7135598895463,3.42193130033959,2.44805173775971,1.42632632924421,2,-0.416294713254646
7.02,6.11174517181609,25.4948289995305,0.655006914080145,-1.0829474515541,2.90834541845966,1.42082029237344,1.96068152426579,6.0584957163354,25.4562859830083,23.9856370270425,3.37787814883584,2.43384104080584,1.41804664670746,2,-0.827968253675687
7.03,6.11992016159576,25.5163727468879,0.679392929499436,-1.03638644187553,2.96365660468666,1.40902823392478,1.96103248883373,6.0584957163354,25.4562859830083,23.2756340244669,3.25703780648394,2.41512482030785,1.40714187796076,2,-1.09047687466975
7.04,6.12763326247369,25.5380334709493,0.703576553862872,-0.997424697874699,2.93836582601742,1.39603986464476,1.96138032062184,6.0584957163354,25.4562859830083,22.5950537286647,3.10451548869014,2.39408617232222,1.39488397626254,2,-1.22579016982197
7.05,6.13489456750383,25.559792242628,0.727537254486245,-0.964686908726222,2.86343995097009,1.38283049496384,1.96172504759393,6.0584957163354,25.4562859830083,21.9475509775489,2.94857768591813,2.37232882190514,1.38220733169829,2,-1.26766445642508
7.06,6.14170990140406,25.5816369822652,0.751271238265519,-0.936573407260055,2.76328615171693,1.36999859263482,1.96206669746421,6.0584957163354,25.4562859830083,21.3322335054063,2.80378757494867,2.3508991151316,1.36972158455184,2,-1.24857471464447
7.07,6.14808202132736,25.6035597434185,0.77478498379951,-0.911573605729575,2.65469370009934,1.35783671483935,1.96240529769951,6.0584957163354,25.4562859830083,20.7461081277161,2.67553669731383,2.33036100258852,1.35775531348766,2,-1.19662710641803
7.08,6.15401184766251,25.6255545893868,0.798089990944108,-0.888570982858014,2.54794874242169,1.3464437646067,1.96274087552147,6.0584957163354,25.4562859830083,20.1855514701044,2.56451115422055,2.31096033533719,1.34645176051177,2,-1.13035529758891
7.09,6.15949936469752,25.6476162878213,0.821199457061078,-0.866753551233966,2.44852706599328,1.33579784603357,1.96307345790877,6.0584957163354,25.4562859830083,19.6470548165003,2.46905692124746,2.29272518584237,1.33582728169011,2,-1.06244788216638
7.1,6.08236755665592,25.6658155674094,1.08192506977915,-0.845590668245869,2.35867619606386,1.32581232497776,1.95054635041859,6.04077803465064,25.6552753613794,19.1275601357072,2.38666197811258,2.27555755964308,1.32582478179153,2,-1.00024998985802
7.11,6.08155528512589,25.6883410541188,1.10468043157511,-0.825431148352812,2.27955171872153,1.31652541305199,1.95098778357271,6.04077803465064,25.6552753613794,18.624275140563,2.31725893092492,2.25957476632489,1.31651260975979,2,-0.931217203173789
7.12,6.08030335895039,25.7108106110133,1.12727639898555,-0.804940179736197,2.21041039436861,1.30770996135618,1.95142527640632,6.04077803465064,25.6552753613794,18.134932471301,2.25621425761906,2.24436075386195,1.30764835815325,2,-0.886425160654213
7.13,6.07861379135323,25.7332178676375,1.14972106384062,-0.78445864934484,2.14961405471052,1.2992352987092,1.95185886409152,6.04077803465064,25.6552753613794,17.6579602888191,2.20156020098192,2.22974173747832,1.29913077347397,2,-0.851758467928106
7.14,6.07648943658621,25.7555560066245,1.17202027521708,-0.764068317620554,2.09568556779568,1.29101436622984,1.95228858148643,6.04077803465064,25.6552753613794,17.1921528822841,2.15182917528339,2.21557462680806,1.29087648593313,2,-0.825428754083566
7.15,6.07393374261772,25.7778179880536,1.19417838797096,-0.743813948377563,2.04732874896532,1.28298036720545,1.95271446313804,6.04077803465064,25.6552753613794,16.736576095076,2.10594007730432,2.20174414571707,1.28281833135171,2,-0.805815458142344
7.16,6.0709506505863,25.7999966663042,1.21619861050386,-0.72371287829496,2.00344171068897,1.2750769206421,1.95313654328497,6.04077803465064,25.6552753613794,16.2905014143396,2.06304645864824,2.18815094355066,1.27489842432947,2,-0.791990702224131
7.17,6.06754455447938,25.8220848627401,1.23808318353147,-0.703829809122277,1.96315273693565,1.26726695493013,1.95355485586019,6.04077803465064,25.6552753613794,15.8533446204184,2.02263426883896,2.17473044232449,1.26707913932201,2,-0.781928500745567
7.18,6.06372017896589,25.844075456175,1.25983371149702,-0.684177457440859,1.92579534437798,1.25952021886972,1.95396943449382,6.04077803465064,25.6552753613794,15.4246192353108,1.98430125399857,2.16142730484006,1.25932823481174,2,-0.775090451027847
7.19,6.05948254305253,25.8659614246738,1.28145127963222,-0.664751484515884,1.89084025856137,1.25180842606353,1.95438031251575,6.04077803465064,25.6552753613794,15.0039180018099,1.94770826995901,2.14819035344961,1.25161589279057,2,-0.771234202116748
7.2,6.00859417965898,25.864347012353,1.4586830531,-0.645596460395138,1.85789921692865,1.24411603734712,1.94700873672197,5.98776739436689,25.8477849356274,14.5908857024993,1.91270007429347,2.13499268748262,1.24392643992364,2,-0.768945286692452
7.21,6.00023929209282,25.8848807455679,1.48003623409903,-0.627094491782914,1.82701562320788,1.23651598096775,1.94748174732255,5.98776739436689,25.8477849356274,14.1850868099384,1.88012707739214,2.12196775105953,1.23633762573707,2,-0.758881418657462
7.22,5.99151279576505,25.9052302496722,1.50125897278029,-0.608526624127923,1.79803876328615,1.2289243304465,1.94795053573604,5.98776739436689,25.8477849356274,13.7861207632101,1.84891788876604,2.10893978780011,1.22874704800265,2,-0.759057773441411
7.23,5.98242127415657,25.92539016745,1.52235141341636,-0.590121939098913,1.77057103165738,1.22130812223374,1.94841513965051,5.98776739436689,25.8477849356274,13.3937148347136,1.81890216961173,2.09587396555787,1.22113441221156,2,-0.7612635791099
7.24,5.97297162253884,25.9453553510164,1.54331313451534,-0.571938702774801,1.74439419493929,1.2136548854755,1.94887559641763,5.98776739436689,25.8477849356274,13.00762273551,1.78999877577356,2.08274915704526,1.21348740881735,2,-0.764700339420172
7.25,5.96317087950723,25.9651208930212,1.56414350054387,-0.553989749535837,1.71937360028062,1.20595661774137,1.94933194305569,5.98776739436689,25.8477849356274,12.6276115901885,1.76216179077807,2.0695497300323,1.20579692989931,2,-0.769047891804691
7.26,5.9530261862134,25.9846821357254,1.58484173862021,-0.536274545444796,1.69542178775292,1.19820655652725,1.94978421625249,5.98776739436689,25.8477849356274,12.2534564527054,1.7353622286793,2.0562627480246,1.19805543817286,2,-0.774149172644546
7.27,5.94254477112776,26.0040346757779,1.60540695979548,-0.518769226560312,1.67246867602167,1.19039432991247,1.95023245236841,5.98776739436689,25.8477849356274,11.884942029803,1.70954105485593,2.04286911557721,1.19025180791895,2,-0.780363025391086
7.28,5.93173397545757,26.0231743690542,1.62583809710404,-0.501500530046977,1.65047110858252,1.18251738534468,1.95067668743923,5.98776739436689,25.8477849356274,11.521856314524,1.68472137081935,2.02936550555973,1.18238410062719,2,-0.78677072917624
7.29,5.92060118219119,26.0420973338765,1.64613403976997,-0.484448888326062,1.62941256900887,1.17457099473812,1.95111695717907,5.98776739436689,25.8477849356274,11.1639859393636,1.66089486411132,2.01574249306368,1.17444682499407,2,-0.793727563311896
7.3,5.90128167948534,26.0393737479436,1.7054352846285,-0.467602186742176,1.60927804195965,1.16654959491478,1.94701498504366,5.89842149998691,26.0263905248049,10.8111194496538,1.63805212642013,2.0019903475923,1.16643431166893,2,-0.801251332514091
7.31,5.88881923753409,26.0573335714206,1.72545716674945,-0.451046510130042,1.59010824474744,1.15846887681347,1.94748793987048,5.89842149998691,26.0263905248049,10.4630267191643,1.61636376792155,1.98813881298721,1.15836389052425,2,-0.807042114467571
7.32,5.87606702441806,26.0750555689086,1.74534035679423,-0.434595489145436,1.57191669508086,1.15030564947186,1.94795667300805,5.89842149998691,26.0263905248049,10.1194816357576,1.59564750960899,1.97414036521869,1.15020787228623,2,-0.815601823801934
7.33,5.86303266429717,26.0925372194764,1.76508343862906,-0.418296337957891,1.55464314354473,1.14204868602125,1.94842122214,5.89842149998691,26.0263905248049,9.78027908878818,1.5758783111923,1.95998122006322,1.14195822575167,2,-0.824964653456049
7.34,5.84972385306384,26.1097762813927,1.78468480342965,-0.402154227250765,1.53825985294257,1.1336912686399,1.94888162461361,5.89842149998691,26.0263905248049,9.44521794697831,1.55704326790009,1.94565004385106,1.13360834750149,2,-0.834987825018773
7.35,5.83614831535732,26.1267707905268,1.80414272707149,-0.386163589582266,1.52275059625415,1.12522736176972,1.94933791744278,5.89842149998691,26.0263905248049,9.1140994209042,1.53913323421653,1.93113613244046,1.12515200090311,2,-0.845634659837315
7.36,5.82231379249739,26.143519061427,1.82345538183973,-0.370297377016975,1.50809583371371,1.11664679943697,1.94979013731102,5.89842149998691,26.0263905248049,8.78673001060043,1.52211049157607,1.91642125491017,1.11657856394125,2,-0.857343696186098
7.37,5.80822806997108,26.1600196977585,1.84262076553754,-0.354580346312,1.49428193633313,1.10794676624604,1.95023832057439,5.89842149998691,26.0263905248049,8.46291738025213,1.50599699684981,1.90150197160931,1.1078860325469,2,-0.869253139435257
7.38,5.79389891092969,26.1762715805618,1.86163682764649,-0.338992063190694,1.48131155576757,1.09912201863053,1.95068250326442,5.89842149998691,26.0263905248049,8.14246746782241,1.49078914281863,1.88636818397419,1.09906852291987,2,-0.881750962703203
7.39,5.77933406890925,26.1922738726458,1.88050142765107,-0.323520157499445,1.46918263915485,1.09016631941801,1.95112272109105,5.89842149998691,26.0263905248049,7.82518715823166,1.47648193287458,1.87100913188653,1.09011976581357,2,-0.894875710629818
7.4,5.77417302699274,26.1949363226115,1.87776203235606,-0.308154314692141,1.45789211974393,1.08107316691988,1.94819359592466,5.7790490962539,26.1865823336914,7.51088441999463,1.46307037516173,1.85541371654262,1.08103329465064,2,-0.90864711629314
7.41,5.75950615599172,26.2107244232853,1.89631685386262,-0.292829608478454,1.4474166450985,1.07182376544479,1.94865603023534,5.7790490962539,26.1865823336914,7.19937731677871,1.45047277200313,1.83954804302843,1.07178936098885,2,-0.924393366178517
7.42,5.74462206758784,26.2262672638078,1.91471292478813,-0.277636373996988,1.43773626386908,1.06242111268502,1.94911433676499,5.7790490962539,26.1865823336914,6.89048367127158,1.43875866463144,1.82342173179676,1.06239357006314,2,-0.939579092571605
7.43,5.72952845960653,26.2415650068847,1.93294761482936,-0.262532552679781,1.42887454939623,1.05286125976723,1.94956855235901,5.7790490962539,26.1865823336914,6.58401421906619,1.4279311512222,1.80702492550179,1.05284017861585,2,-0.955339144728483
7.44,5.71423298329576,26.2566180985122,1.95101822590725,-0.247500171633261,1.42083864871684,1.04313754685559,1.95001871353392,5.7790490962539,26.1865823336914,6.27977954440231,1.41798911150112,1.7903460960776,1.04312246996543,2,-0.971770865042183
7.45,5.69874325811086,26.271427274919,1.96892194563775,-0.232527380940431,1.41363102579593,1.03324275362273,1.95046485648027,5.7790490962539,26.1865823336914,5.9775905635034,1.40893079626625,1.77337305003681,1.03323333973095,2,-0.988913023447682
7.46,5.6830668696807,26.2859935648348,1.9866558377119,-0.217603915491421,1.40725282640202,1.02316946743728,1.95090701706556,5.7790490962539,26.1865823336914,5.67725854554519,1.40075480068448,1.75609319264398,1.02316544974937,2,-1.00678899815838
7.47,5.66721136495752,26.3003182908047,2.00421683859527,-0.202701211543683,1.40169969200578,1.0129060111627,1.95134523083715,5.7790490962539,26.1865823336914,5.37859764449563,1.39343823531287,1.7384859646995,1.01290682146352,2,-1.02586282858495
7.48,5.65118427892243,26.314403085024,2.0216016843348,-0.187843308288247,1.39696645866628,1.00244794209267,1.95177953302508,5.7790490962539,26.1865823336914,5.08142169908144,1.38700215108097,1.72054528602877,1.00245391233669,2,-1.04529091268298
7.49,5.63499307286883,26.3282498662882,2.03880703472579,-0.173009465316883,1.39306308930485,0.99178834120074,1.95220995854494,5.7790490962539,26.1865823336914,4.78554225507449,1.38144916887738,1.70225825158948,0.991799203409492,2,-1.06547089271973
7.5,5.63097425595508,26.3332956132644,2.02629531131961,-0.158187080006688,1.38999458173828,0.980919241397167,1.94975087057802,5.637205367539,26.3273721350547,4.49077038374822,1.37678136606301,1.68361115882901,0.980934711063238,2,-1.08644923462536
7.51,5.61489188169892,26.3471287178035,2.04313115739683,-0.143290100224671,1.38774723147251,0.969815805236691,1.95019940434408,5.637205367539,26.3273721350547,4.19692632172383,1.37292140092834,1.66455909019399,0.969834264654554,2,-1.11004464086843
7.52,5.59866110697921,26.3607361483901,2.05977643147359,-0.128444328287303,1.3862983425545,0.958482719607007,1.95064393440817,5.637205367539,26.3273721350547,3.90382801428805,1.36994847679931,1.64511626365816,0.95850614810569,2,-1.1328116548864
7.53,5.582289244972,26.3741208201836,2.07622719199899,-0.113595417839838,1.38568480337311,0.946915212151512,1.9510844965081,5.637205367539,26.3273721350547,3.61128473347418,1.3678731547416,1.62527031956338,0.946943160218435,2,-1.15629878872549
7.54,5.56578351821481,26.3872859364296,2.09247941551257,-0.0987219219460651,1.38592200028903,0.935104834426773,1.95152112606274,5.637205367539,26.3273721350547,3.31910400812025,1.36670189976302,1.60500662863036,0.935136777428548,2,-1.18063827898875
7.55,5.5491510806788,26.400235001048,2.10852893355042,-0.0838106489314445,1.38701968426919,0.923042377656749,1.95195385817476,5.637205367539,26.3273721350547,3.02709206318849,1.36644072147041,1.58430964908891,0.923077944520544,2,-1.20588329080031
7.56,5.53239901839625,26.4129718215222,2.12437141959529,-0.0688504459292806,1.38898627839561,0.910718360244986,1.95238272763351,5.637205367539,26.3273721350547,2.73505380575625,1.36709610075898,1.56316327121131,0.910757275365664,2,-1.23206691548802
7.57,5.51553434672809,26.4255005100106,2.14000238439413,-0.0538306133958195,1.39183016058167,0.898123070575773,1.95280776891781,5.637205367539,26.3273721350547,2.44279269507315,1.3686752317007,1.54155090118468,0.898165101789071,2,-1.25921735765937
7.58,5.49856400757295,26.4378254842323,2.15541717201016,-0.0387404883363688,1.39556010621302,0.885246548834335,1.9532290161987,5.637205367539,26.3273721350547,2.1501105827585,1.37118608144014,1.5194554753417,0.885291481861188,2,-1.28736199278828
7.59,5.48149486698624,26.449951468369,2.17061095556296,-0.0235693256564805,1.40018546745484,0.87207856880135,1.95364650334223,5.637205367539,26.3273721350547,1.85680754672847,1.37463739545889,1.49685945427203,0.872126196466801,2,-1.31652853943869
7.6,5.47461032532516,26.4554795875013,2.16544873346961,-0.00830625766742583,1.4057162522654,0.85860862409321,1.95163740648243,5.48007405789198,26.4509784527159,1.56268172645656,1.37903868202142,1.47374481028827,0.858658742002253,2,-1.34674544645484
7.61,5.45761731369273,26.4675476934556,2.180185321382,0.00711150502788424,1.41215607950817,0.844814611690252,1.95206910065219,5.48007405789198,26.4509784527159,1.2675343753838,1.38435844640719,1.4500719613156,0.844866056473129,2,-1.37926855291242
7.62,5.44054220892754,26.4794348853937,2.19468515803109,0.0226022936126724,1.41949615297395,0.830694397238635,1.95249694143357,5.48007405789198,26.4509784527159,0.971163299586133,1.3906471411615,1.42584147116745,0.830748468378186,2,-1.4117588094942
7.63,5.42339168244929,26.4911470028288,2.20894264470165,0.0382077337770179,1.42776892911998,0.816239221128181,1.95292096322268,5.48007405789198,26.4509784527159,0.673359962823477,1.39791960024084,1.40103545368584,0.81629555657409,2,-1.44529118040969
7.64,5.40617231281662,26.5026901856979,2.22295203233435,0.0539470046327062,1.43699280573042,0.801437658374843,1.9533412001086,5.48007405789198,26.4509784527159,0.373912919146073,1.40618874342945,1.37563420959666,0.801495843528351,2,-1.47997130457384
7.65,5.38889060227431,26.5140708856547,2.236707375779,0.069833751526355,1.44718282648349,0.786277605187892,1.95375768587614,5.48007405789198,26.4509784527159,0.0726079942331398,1.41546740841572,1.34961714185792,0.786337328635426,2,-1.51585148929256
7.66,5.37155298014874,26.5252958686991,2.25020252214401,0.085880344983226,1.4583534360154,0.770746604272735,1.95417045400853,5.48007405789198,26.4509784527159,-0.230771749009516,1.42576876095632,1.32296297924466,0.770807618485571,2,-1.55297101498548
7.67,5.35416580458024,26.5363722162873,2.26343110472905,0.102098958228788,1.47051919329746,0.754831868383574,1.95457953769012,5.48007405789198,26.4509784527159,-0.536446088098038,1.43710634611669,1.29564982471473,0.754893955044617,2,-1.59136634409535
7.68,5.33673536468955,26.5473073262737,2.276386537362,0.118501842519282,1.48369494045161,0.738520264334702,1.95498496980906,5.48007405789198,26.4509784527159,-0.844637717549185,1.44949404161174,1.26765515916038,0.738583217839732,2,-1.63107372048857
7.69,5.31926788348978,26.5581089138727,2.28906200846147,0.13510139840412,1.49789581171163,0.721798298640362,1.95538678295992,5.48007405789198,26.4509784527159,-1.15557231147252,1.46294597741309,1.23895583398667,0.721861919635365,2,-1.67212982043663
7.7,5.30964400598508,26.5650425726251,2.28712299376484,0.151910193555772,1.51313718442951,0.704652107513146,1.95403644271267,5.31392975609427,26.5622688001187,-1.46947856692214,1.47747643709358,1.20952806138971,0.704716200768954,2,-1.71457188664116
7.71,5.29228542415127,26.5758383174366,2.29921717432468,0.168977899953945,1.52943224234463,0.687059409241692,1.95444672260586,5.31392975609427,26.5622688001187,-1.78658524737909,1.49307686121,1.17933241326674,0.687123088955965,2,-1.75931118129881
7.72,5.27490666827376,26.5865261806621,2.31100940550104,0.186251431059754,1.54678129837249,0.669011928185652,1.95485334025877,5.31392975609427,26.5622688001187,-2.10712502797982,1.50978303832727,1.14835771779713,0.669076075076655,2,-1.80470138793103
7.73,5.25751387403232,26.5971150776874,2.3224918817044,0.20376541999581,1.56521360735824,0.650496516702072,1.95525632836129,5.31392975609427,26.5622688001187,-2.43133563108881,1.52761067737684,1.11657939420857,0.650560837455457,2,-1.85152376211982
7.74,5.24011313112973,26.6076142361005,2.33365657168781,0.221538516780959,1.58474802249579,0.631497980900498,1.95565571931151,5.31392975609427,26.5622688001187,-2.75945790455583,1.54657372896022,1.08397131139375,0.631562151133772,2,-1.89986863216848
7.75,5.2227105018704,26.6180332049017,2.3444951834265,0.239585448908512,1.60540044473216,0.612000496929984,1.95605154521834,5.31392975609427,26.5622688001187,-3.09173555881416,1.56668522794353,1.05050644627857,0.612064271459843,2,-1.94978796739293
7.76,5.205312031928,26.6283818562131,2.35499915330563,0.257920041754983,1.62718557504104,0.591987846562608,1.95644383790406,5.31392975609427,26.5622688001187,-3.42841498199166,1.58795733984485,1.01615705204798,0.592051032103425,2,-2.00132393564174
7.77,5.18792376079663,26.6386703855316,2.36515963935148,0.27655596367246,1.65011721237918,0.571443440969467,1.95683262890691,5.31392975609427,26.5622688001187,-3.76974503769761,1.61040119196164,0.980894705565292,0.571505872684034,2,-2.05451594193916
7.78,5.17055173331781,26.648909311615,2.37496751487066,0.295506895812151,1.67420816312431,0.550350319170504,1.95721794948362,5.31392975609427,26.5622688001187,-4.11597681767363,1.6340266294123,0.944690327290921,0.550411850376356,2,-2.10940223076782
7.79,5.15320201252116,26.6591094761033,2.38441336206284,0.314786553740157,1.6994700289649,0.528691150314297,1.95759983061189,5.31392975609427,26.5622688001187,-4.46736333748426,1.6588419279461,0.907514197647987,0.528751649445456,2,-2.16602009308996
7.8,5.1414129118716,26.6689581041817,2.37875598372482,0.334408667879204,1.72591293880294,0.506448241760626,1.95705026700405,5.14429818271503,26.6682140397071,-4.82415916675117,1.68485346845042,0.869335976372384,0.506507592520852,2,-2.22440569246044
7.81,5.12428433731048,26.6793616940188,2.38744832483153,0.354424516678078,1.75354475917458,0.483595390625289,1.95743364489963,5.14429818271503,26.6682140397071,-5.18661748782404,1.71204701265062,0.830109495651369,0.483652780511374,2,-2.28548120094783
7.82,5.10719649189529,26.6897605413139,2.39574843478617,0.374780788420026,1.78235547614652,0.460120648066197,1.95781360068753,5.14429818271503,26.6682140397071,-5.55499295939711,1.74044113145509,0.789817364218184,0.460177080615785,2,-2.34756998955882
7.83,5.09015585344,26.7001666839102,2.40364563985757,0.395512925686701,1.81236208903535,0.436007206932558,1.95819016491418,5.14429818271503,26.6682140397071,-5.92954172801684,1.7700354644155,0.748428722713074,0.436062513019101,2,-2.41145675966845
7.84,5.07316899814677,26.7105924611391,2.41112897784778,0.416639789503756,1.84356844178669,0.411236302811211,1.95856336785332,5.14429818271503,26.6682140397071,-6.31051931884246,1.80082493123597,0.705911344584833,0.411290301329555,2,-2.47722116895455
7.85,5.05624263223142,26.7210505194692,2.41818716449894,0.438175882074366,1.87597241180146,0.385788682983881,1.95893323950849,5.14429818271503,26.6682140397071,-6.69817967590041,1.83279996461474,0.662232359629579,0.38584129413931,2,-2.54490071902454
7.86,5.03938361711336,26.7315538088738,2.42480858511232,0.460134359062948,1.90956725638828,0.359644880789328,1.95929980961538,5.14429818271503,26.6682140397071,-7.09277416168672,1.86594605672855,0.61735848699036,0.359696100778714,2,-2.61451933605961
7.87,5.02259899512772,26.7421155766636,2.43098129087636,0.482527717855597,1.94434144784687,0.332785280650987,1.95966310764428,5.14429818271503,26.6682140397071,-7.49455043104161,1.90024307443859,0.571256154561471,0.332835160885724,2,-2.68609398929899
7.88,5.005896017049,26.7527493598807,2.43669299631077,0.505367892429923,1.98027807394825,0.305190163469557,1.9600231628024,5.14429818271503,26.6682140397071,-7.90375114416983,1.93566444631366,0.523891600546392,0.305238803577344,2,-2.75963573083796
7.89,4.98928217163556,26.7634689762297,2.44193107748974,0.528666188669312,2.01735406370535,0.276839762377509,1.96038000403627,5.14429818271503,26.6682140397071,-8.32061249391175,1.97217623685715,0.475230982452593,0.276887310954072,2,-2.83514926232725
7.9,4.97559474494915,26.7766654423217,2.43163874769731,0.552433167712812,2.05553929288502,0.247714331451915,1.9605939289594,4.97684639814959,26.7775352827477,-8.74536252258934,2.00973610024199,0.425240501314928,0.247760990477083,2,-2.91263204769886
7.91,4.95935013999214,26.7878439869466,2.43589035188596,0.576716461965233,2.09479623698496,0.217785990748004,1.96094567542054,4.97684639814959,26.7775352827477,-9.17821699858839,2.04827649622854,0.373871164792808,0.217831297379846,2,-2.99296930972372
7.92,4.94322085372309,26.7991497305177,2.43962828592096,0.601457127434122,2.13506062319735,0.187041764682628,1.96129428212252,4.97684639814959,26.7775352827477,-9.61938030705968,2.08774878897561,0.321103939419222,0.187087142053952,2,-3.07441553258937
7.93,4.92721589597014,26.8105973647467,2.4428385464881,0.626684650584285,2.17628757403359,0.155464397106892,1.96163977709144,4.97684639814959,26.7775352827477,-10.0690432643313,2.12807873064295,0.266907272080106,0.155510140477256,2,-3.1577001576696
7.94,4.91134468644665,26.8222017678164,2.44550683410009,0.652410478870413,2.21841009120909,0.123035379196031,1.96198218810326,4.97684639814959,26.7775352827477,-10.5273791951562,2.16917701769632,0.21124947995935,0.12308183305836,2,-3.24283074188963
7.95,4.89561710531721,26.833977990618,2.44761853159645,0.678640200667334,2.26134512287156,0.0897365417543202,1.96232154268599,4.97684639814959,26.7775352827477,-10.9945406061387,2.21093800472349,0.154099671712479,0.0897842213467846,2,-3.32976117115755
7.96,4.88004353785488,26.8459412305031,2.44915870997274,0.705376389129514,2.30499355768005,0.0555504563715464,1.96265786812194,4.97684639814959,26.7775352827477,-11.4706554838093,2.25323763104466,0.095428198648527,0.0556000309083752,2,-3.41841904384094
7.97,4.86463491953758,26.8581067995106,2.45011214109481,0.732619068842006,2.34923850451459,0.0204606425118829,1.96299119144986,4.97684639814959,26.7775352827477,-11.955823098404,2.29593089781326,0.0352070206001078,0.0205129244948606,2,-3.50871064135145
7.98,4.84940278254062,26.8704900879475,2.4504633139676,0.760365551005476,2.39394290841907,-0.0155482257505428,1.96332153946718,4.97684639814959,26.7775352827477,-12.450109224848,2.33884893374372,-0.0265899126857083,-0.0154922757435828,2,-3.60052002384434
7.99,4.83435930350241,26.8831065229908,2.450196454552,0.78861007046158,2.43894671823665,-0.0524900804083276,1.96364893873212,4.97684639814959,26.7775352827477,-12.9535406892683,2.3817956039005,-0.0899862342731741,-0.0524293393124213,2,-3.69370635688385
8,4.81963663104697,26.8991160329143,2.43898308296255,0.817343326756063,2.48406360439445,-0.0903771817269613,1.96439009443041,4.81938380586929,26.9006346124022,-13.4660991355759,2.42454358316698,-0.155002673230517,-0.0903103437406293,2,-3.7881004428208
8.01,4.80514280652103,26.9123977797539,2.43743190906746,0.846577699839805,2.52907772529704,-0.129225385067097,1.96470795556031,4.81938380586929,26.9006346124022,-13.9877124313906,2.46681949754007,-0.221666930889212,-0.129151428858026,2,-3.88410851173969
8.02,4.79088145503996,26.9259563105151,2.43521397042334,0.876249293668188,2.57372652571342,-0.169038212769336,1.96502297939827,4.81938380586929,26.9006346124022,-14.5182484676664,2.50832811468729,-0.289982527395646,-0.168954645633307,2,-3.98032167752805
8.03,4.77686798352089,26.9398065191954,2.43231271085858,0.906349615889674,2.61772813403101,-0.209819514518971,1.96533519127053,4.81938380586929,26.9006346124022,-15.0575059184028,2.54871855576811,-0.35995700644021,-0.209724389302101,2,-4.0769743668794
8.04,4.76311867583232,26.9539630168435,2.42871150812817,0.936871562497344,2.66074844886385,-0.251575110499233,1.96564461627726,4.81938380586929,26.9006346124022,-15.6052015958123,2.58757680280168,-0.431600485372611,-0.251466554610033,2,-4.1742165307932
8.05,4.74965076480062,26.9684400803429,2.42439364009329,0.967745515844825,2.70239009168001,-0.294299839531391,1.96595127929457,4.81938380586929,26.9006346124022,-16.1609592622567,2.6244397757719,-0.504901853437489,-0.294174668016261,2,-4.27081134062288
8.06,4.73648243285652,26.9832515126858,2.4193424731982,0.998937410517695,2.74220902534789,-0.337986346166755,1.96625520497654,4.81938380586929,26.9006346124022,-16.724295160992,2.65876428793648,-0.579848754032424,-0.337841530102939,2,-4.36668620866777
8.07,4.72363285769005,26.9984105523904,2.41354150013118,1.03039510660273,2.77968488041753,-0.382622877346629,1.96655641775716,4.81938380586929,26.9006346124022,-17.2946004401196,2.68992039368453,-0.65642020347904,-0.382454914995714,2,-4.4613384892775
8.08,4.71112224328836,27.0139297629261,2.4069744153022,1.06205314476544,2.81421281910727,-0.428191699142462,1.96685494185234,4.81938380586929,26.9006346124022,-17.8711211158735,2.71717669096724,-0.734584737935709,-0.427996490685896,2,-4.55415756901814
8.09,4.69897183796711,27.0298209059086,2.3996252174946,1.09383248835838,2.8450899923144,-0.474667970022184,1.96715080126182,4.81938380586929,26.9006346124022,-18.4529345388243,2.73968221816289,-0.814298563418668,-0.474440741163694,2,-4.64442504777988
8.1,4.6869253084116,27.0483499575446,2.38542420369332,1.12563872848668,2.87149822877947,-0.522018546613421,1.96782066529337,4.68655078490637,27.0494971690621,-19.0389215828858,2.75644435044913,-0.895503465533433,-0.521753748549716,2,-4.73130073860219
8.11,4.67566162516016,27.0650873954158,2.37646462421997,1.15739345631937,2.8924817448666,-0.570207960777488,1.96810790446251,4.68655078490637,27.0494971690621,-19.6277312415051,2.76628369306996,-0.978138114410407,-0.569899779772463,2,-4.81460312227468
8.12,4.6648306520144,27.0822232076349,2.36667795366187,1.18890287618429,2.90690755138212,-0.619176238957946,1.96839257967746,4.68655078490637,27.0494971690621,-20.2177439650515,2.76785096281029,-1.06209494805394,-0.618816165197936,2,-4.89163854254728
8.13,4.65445776228591,27.099764272555,2.35605082411457,1.22002854272148,2.91347497863765,-0.668854205157765,1.96867471382458,4.68655078490637,27.0494971690621,-20.8070251572614,2.75954098372097,-1.14725489549329,-0.668433529633602,2,-4.96173644356664
8.14,4.64456919739534,27.1177158143774,2.34457105496446,1.25058779007535,2.91064066787425,-0.719158557287115,1.96895432958595,4.68655078490637,27.0494971690621,-21.3932670707958,2.7394549234769,-1.23347241792571,-0.718667076739966,2,-5.02335471063643
8.15,4.63519196384894,27.1360812031611,2.33222789533966,1.28035923467731,2.89657749521839,-0.769987778245248,1.96923144944118,4.68655078490637,27.0494971690621,-21.9737199293286,2.70533959895048,-1.32057001401944,-0.769413387614939,2,-5.07463108749724
