0	0
0	0
0.10101	-0
0.20202	-0
0.30303	-0
0.40404	-0
0.50505	-0
0.60606	-0
0.70707	-0
0.80808	-0
0.90909	-0
1.0101	-0
1.1111	-0
1.2121	-0
1.3131	-0
1.4141	-0
1.5152	-0
1.6162	-0
1.7172	-0
1.8182	-0
1.9192	-0
2.0202	-0
2.1212	-0
2.2222	-0
2.3232	-0
2.4242	-0
2.5253	-0
2.6263	-0
2.7273	-0
2.8283	-0
2.9293	-0
3.0303	-0
3.1313	-0
3.2323	-0
3.3333	-0
3.4343	-0
3.5354	-0
3.6364	-0
3.7374	-0
3.8384	-0
3.9394	-0
4.0404	-0
4.1414	-0
4.2424	-0
4.3434	-0
4.4444	-0
4.5455	-0
4.6465	-0
4.7475	-0
4.8485	-0
4.9495	-0
5.0505	0
5.1515	0
5.2525	0
5.3535	0
5.4545	0
5.5556	0
5.6566	0
5.7576	0
5.8586	0
5.9596	0
6.0606	0
6.1616	0
6.2626	0
6.3636	0
6.4646	0
6.5657	0
6.6667	0
6.7677	0
6.8687	0
6.9697	0
7.0707	0
7.1717	0
7.2727	0
7.3737	0
7.4747	0
7.5758	0
7.6768	0
7.7778	0
7.8788	0
7.9798	0
8.0808	0
8.1818	0
8.2828	0
8.3838	0
8.4848	0
8.5859	0
8.6869	0
8.7879	0
8.8889	0
8.9899	0
9.0909	0
9.1919	0
9.2929	0
9.3939	0
9.4949	0
9.596	0
9.697	0
9.798	0
9.899	0
10	0
10	0
10.063	0.0020133
10.127	0.0080452
10.19	0.018071
10.254	0.032051
10.317	0.049929
10.381	0.071632
10.444	0.097073
10.508	0.12615
10.571	0.15875
10.635	0.19473
10.698	0.23396
10.762	0.27627
10.825	0.32149
10.889	0.36945
10.952	0.41994
11.015	0.47277
11.079	0.52773
11.142	0.58458
11.206	0.64311
11.269	0.70308
11.333	0.76424
11.396	0.82635
11.46	0.88916
11.523	0.95242
11.587	1.0159
11.65	1.0792
11.714	1.1423
11.777	1.2048
11.841	1.2665
11.904	1.3271
11.967	1.3863
12.031	1.4441
12.094	1.5
12.158	1.5539
12.221	1.6056
12.285	1.6549
12.348	1.7015
12.412	1.7453
12.475	1.7861
12.539	1.8237
12.602	1.858
12.666	1.8888
12.729	1.9161
12.793	1.9397
12.856	1.9595
12.919	1.9754
12.983	1.9874
13.046	1.9955
13.11	1.9995
13.173	1.9995
13.237	1.9955
13.3	1.9874
13.364	1.9754
13.427	1.9595
13.491	1.9397
13.554	1.9161
13.618	1.8888
13.681	1.858
13.745	1.8237
13.808	1.7861
13.871	1.7453
13.935	1.7015
13.998	1.6549
14.062	1.6056
14.125	1.5539
14.189	1.5
14.252	1.4441
14.316	1.3863
14.379	1.3271
14.443	1.2665
14.506	1.2048
14.57	1.1423
14.633	1.0792
14.697	1.0159
14.76	0.95242
14.823	0.88916
14.887	0.82635
14.95	0.76424
15.014	0.70308
15.077	0.64311
15.141	0.58458
15.204	0.52773
15.268	0.47277
15.331	0.41994
15.395	0.36945
15.458	0.32149
15.522	0.27627
15.585	0.23396
15.649	0.19473
15.712	0.15875
15.775	0.12615
15.839	0.097073
15.902	0.071632
15.966	0.049929
16.029	0.032051
16.093	0.018071
16.156	0.0080452
16.22	0.0020133
16.283	0
16.283	0
17.129	-0
17.974	-0
18.82	-0
19.666	-0
20.511	-0
21.357	-0
22.203	-0
23.048	-0
23.894	-0
24.739	-0
25.585	-0
26.431	-0
27.276	-0
28.122	-0
28.968	-0
29.813	-0
30.659	-0
31.504	-0
32.35	-0
33.196	-0
34.041	-0
34.887	-0
35.733	-0
36.578	-0
37.424	-0
38.269	-0
39.115	-0
39.961	-0
40.806	-0
41.652	-0
42.498	-0
43.343	-0
44.189	-0
45.034	-0
45.88	-0
46.726	-0
47.571	-0
48.417	-0
49.263	-0
50.108	-0
50.954	-0
51.799	-0
52.645	-0
53.491	-0
54.336	-0
55.182	-0
56.028	-0
56.873	-0
57.719	-0
58.564	0
59.41	0
60.256	0
61.101	0
61.947	0
62.793	0
63.638	0
64.484	0
65.329	0
66.175	0
67.021	0
67.866	0
68.712	0
69.558	0
70.403	0
71.249	0
72.094	0
72.94	0
73.786	0
74.631	0
75.477	0
76.323	0
77.168	0
78.014	0
78.859	0
79.705	0
80.551	0
81.396	0
82.242	0
83.088	0
83.933	0
84.779	0
85.624	0
86.47	0
87.316	0
88.161	0
89.007	0
89.853	0
90.698	0
91.544	0
92.389	0
93.235	0
94.081	0
94.926	0
95.772	0
96.618	0
97.463	0
98.309	0
99.154	0
100	0
