1331912.216,6414564.262,2.023574802
1331912.198,6414564.299,2.023574802
1331912.142,6414564.336,2.557722253
1331912.105,6414564.373,2.356194496
1331912.049,6414564.428,2.365203249
1331912.031,6414564.503,1.806341312
1331911.976,6414564.558,2.356194484
1331911.901,6414564.614,2.500228295
1331911.864,6414564.707,1.949447417
1331911.79,6414564.781,2.35619449
1331911.716,6414564.855,2.35619449
1331911.642,6414564.966,2.158798932
1331911.568,6414565.059,2.242909153
1331911.475,6414565.152,2.356194493
1331911.401,6414565.244,2.248182765
1331911.29,6414565.337,2.444201862
1331911.197,6414565.448,2.268187119
1331911.086,6414565.559,2.356194488
1331911.012,6414565.67,2.158798931
1331910.901,6414565.763,2.444201862
1331910.808,6414565.893,2.191773086
1331910.697,6414566.004,2.356194492
1331910.622,6414566.115,2.165010028
1331910.493,6414566.226,2.43105434
1331910.418,6414566.338,2.160856538
1331910.289,6414566.449,2.43105434
1331910.178,6414566.56,2.356194492
1331910.048,6414566.671,2.434869931
1331909.918,6414566.783,2.430437943
1331909.825,6414566.93,2.134880049
1331909.714,6414567.042,2.351710213
1331909.622,6414567.19,2.126962557
1331909.492,6414567.301,2.434869934
1331909.399,6414567.413,2.263775592
1331909.288,6414567.56,2.217554754
1331909.158,6414567.672,2.430437938
1331909.066,6414567.802,2.186666279
1331908.825,6414568.043,2.356194492
1331908.714,6414568.191,2.214297436
1331908.603,6414568.302,2.356194488
1331908.51,6414568.432,2.191773085
1331908.436,6414568.561,2.091610497
1331908.269,6414568.821,2.141744927
1331908.177,6414568.932,2.262870314
1331908.047,6414569.044,2.430437943
1331907.917,6414569.173,2.360055473
1331907.824,6414569.266,2.356194493
1331907.713,6414569.395,2.281334644
1331907.602,6414569.507,2.351710213
1331907.509,6414569.636,2.19543175
1331907.25,6414569.878,2.390113613
1331907.157,6414569.988,2.272645593
1331907.046,6414570.1,2.351710216
1331906.935,6414570.229,2.28133464
1331906.712,6414570.47,2.31742083
1331906.582,6414570.582,2.430437939
1331906.36,6414570.822,2.317253148
1331906.249,6414570.952,2.277519048
1331906.101,6414571.063,2.498091543
1331905.989,6414571.175,2.356194491
1331905.878,6414571.286,2.356194488
1331905.749,6414571.397,2.43105434
1331905.637,6414571.526,2.285771721
1331905.526,6414571.656,2.277519045
1331905.433,6414571.768,2.263775592
1331905.322,6414571.916,2.214297436
1331905.211,6414572.046,2.277519048
1331905.1,6414572.156,2.360719344
1331904.988,6414572.286,2.28195104
1331904.859,6414572.398,2.426617261
1331904.748,6414572.527,2.281334644
1331904.637,6414572.676,2.211068166
1331904.507,6414572.768,2.525722701
1331904.451,6414572.917,1.930302291
1331904.34,6414573.065,2.214297435
1331904.136,6414573.324,2.237958069
1331904.025,6414573.436,2.351710217
1331903.932,6414573.547,2.268187114
1331903.821,6414573.677,2.277519048
1331903.71,6414573.787,2.360719349
1331903.599,6414573.917,2.277519045
1331903.469,6414574.028,2.434869934
1331903.357,6414574.14,2.356194491
1331903.265,6414574.251,2.26287031
1331903.117,6414574.381,2.420852436
1331903.043,6414574.492,2.158798932
1331902.931,6414574.603,2.360678763
1331902.876,6414574.696,2.104866706
1331902.783,6414574.77,2.469479832
1331902.653,6414574.9,2.356194488
1331902.524,6414574.992,2.522076847
1331902.357,6414575.104,2.550831433
1331902.246,6414575.233,2.281334644
1331902.116,6414575.345,2.430437943
1331902.023,6414575.474,2.195431747
1331901.931,6414575.585,2.262870313
1331901.801,6414575.715,2.356194491
1331901.69,6414575.826,2.356194488
1331901.579,6414575.938,2.351710217
1331901.467,6414576.067,2.285771721
1331901.338,6414576.197,2.352333506
1331901.245,6414576.326,2.195431747
1331901.116,6414576.438,2.426617262
1331901.041,6414576.568,2.094074649
1331900.949,6414576.679,2.262870313
1331900.837,6414576.79,2.360678763
1331900.763,6414576.938,2.034443936
1331900.652,6414577.049,2.356194492
1331900.541,6414577.179,2.277519048
1331900.448,6414577.29,2.268187114
1331900.319,6414577.42,2.352333507
1331900.207,6414577.531,2.360678763
1331900.096,6414577.643,2.351710217
1331899.985,6414577.753,2.360719348
1331899.874,6414577.865,2.351710213
1331899.781,6414578.013,2.13182135
1331899.633,6414578.124,2.498091547
1331899.54,6414578.254,2.191773085
1331899.429,6414578.383,2.28133464
1331899.318,6414578.513,2.277519048
1331899.225,6414578.643,2.191773085
1331899.095,6414578.773,2.356194491
1331898.984,6414578.884,2.356194492
1331898.873,6414579.032,2.214297436
1331898.761,6414579.144,2.356194487
1331898.651,6414579.274,2.273053258
1331898.558,6414579.421,2.134880049
1331898.484,6414579.533,2.154666724
1331898.317,6414579.811,2.111744648
1331898.261,6414579.941,1.977543399
1331898.076,6414580.181,2.227497989
1331897.984,6414580.292,2.262870308
1331897.909,6414580.422,2.094074649
1331897.65,6414580.682,2.354267711
1331897.557,6414580.793,2.268187118
1331897.427,6414580.923,2.356194488
1331897.317,6414581.034,2.351669636
1331897.223,6414581.145,2.273456975
1331897.094,6414581.275,2.352333502
1331896.909,6414581.515,2.22749799
1331896.779,6414581.645,2.35619449
1331896.575,6414581.905,2.236085754
1331896.463,6414581.998,2.448613393
1331896.39,6414582.127,2.085758363
1331896.297,6414582.257,2.191773085
1331896.13,6414582.331,2.724480052
1331896.037,6414582.461,2.191773085
1331895.908,6414582.572,2.43105434
1331895.778,6414582.702,2.356194491
1331895.649,6414582.832,2.352333502
1331895.519,6414582.961,2.360055476
1331895.407,6414583.091,2.28195104
1331895.296,6414583.221,2.277519047
1331895.148,6414583.332,2.498091543
1331895.018,6414583.48,2.291536544
1331894.907,6414583.61,2.277519048
1331894.759,6414583.74,2.420852436
1331894.666,6414583.87,2.191773086
1331894.518,6414583.98,2.502429911
1331894.444,6414584.11,2.088284068
1331894.332,6414584.258,2.218607753
1331894.185,6414584.37,2.490515933
1331894.11,6414584.481,2.165010032
1331893.999,6414584.629,2.214297436
1331893.906,6414584.74,2.268187115
1331893.795,6414584.87,2.277519048
1331893.665,6414584.981,2.434869934
1331893.554,6414585.13,2.211068167
1331893.424,6414585.241,2.43486993
1331893.258,6414585.352,2.552201164
